股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因
2066,backup_v3,20230308,90.00,20230316,83.50,8,-7.66%,"NT$-12,773",停損
1590,backup_v3,20230308,1125.00,20230426,1030.00,49,-8.89%,"NT$-14,718",停損
6472,main,20230222,493.00,20230523,807.00,90,+63.25%,"NT$+105,233",到期
8046,main,20230531,303.00,20230615,281.00,15,-7.70%,"NT$-12,832",停損
1476,backup_v3,20230426,488.50,20230725,549.00,90,+11.94%,"NT$+19,863",到期
1519,backup_v3,20230607,155.00,20230905,289.00,90,+86.01%,"NT$+143,250",到期
1477,backup_v3,20230621,272.50,20230919,319.00,90,+16.62%,"NT$+27,669",到期
3533,backup_v3,20230906,875.00,20230921,812.00,15,-7.64%,"NT$-12,724",停損
1210,backup_v3,20230809,55.40,20231020,51.20,72,-8.02%,"NT$-13,372",停損
3592,main,20230920,358.50,20231219,388.00,90,+7.79%,"NT$+12,970",到期
