版本,配置,股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因
V3 (任意下降),90天+6個持倉_全週期,8081,backup_v3,20230816,226.5,20231114,269.0,90,+18.32%,"NT$+15,251",到期
V3 (任意下降),90天+6個持倉_全週期,2211,backup_v3,20230823,68.4,20231121,75.8,90,+10.38%,"NT$+8,643",到期
V3 (任意下降),90天+6個持倉_全週期,2357,backup_v3,20230830,403.0,20230912,363.5,13,-10.24%,"NT$-8,516",停損
V3 (任意下降),90天+6個持倉_全週期,2363,backup_v3,20231108,49.0,20231109,44.15,1,-10.34%,"NT$-8,616",停損
V3 (任意下降),90天+6個持倉_全週期,2233,backup_v3,20231108,141.0,20240112,131.0,65,-7.53%,"NT$-6,277",停損
V3 (任意下降),90天+6個持倉_全週期,2347,backup_v3,20231108,68.8,20240206,71.5,90,+3.48%,"NT$+2,900",到期
V3 (任意下降),90天+6個持倉_全週期,6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損
V3 (任意下降),90天+6個持倉_全週期,2609,backup_v3,20240110,48.8,20240318,45.15,68,-7.92%,"NT$-6,601",停損
V3 (任意下降),90天+6個持倉_全週期,2382,backup_v3,20240110,218.0,20240409,287.0,90,+31.21%,"NT$+25,958",到期
V3 (任意下降),90天+6個持倉_全週期,2603,backup_v3,20240110,148.0,20240409,171.0,90,+15.10%,"NT$+12,576",到期
V3 (任意下降),90天+6個持倉_全週期,3231,backup_v3,20240131,114.5,20240430,113.5,90,-1.32%,"NT$-1,095",到期
V3 (任意下降),90天+6個持倉_全週期,6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-8,303",停損
V3 (任意下降),90天+6個持倉_全週期,1216,backup_v3,20240320,76.5,20240618,81.5,90,+6.09%,"NT$+5,074",到期
V3 (任意下降),90天+6個持倉_全週期,1503,backup_v3,20240320,242.5,20240618,270.0,90,+10.90%,"NT$+9,077",到期
V3 (任意下降),90天+6個持倉_全週期,2404,main,20240424,412.5,20240508,383.0,14,-7.59%,"NT$-6,305",停損
V3 (任意下降),90天+6個持倉_全週期,2739,backup_v3,20240508,73.4,20240513,64.6,5,-12.43%,"NT$-10,353",停損
V3 (任意下降),90天+6個持倉_全週期,2745,backup_v3,20240508,125.0,20240523,111.0,15,-11.64%,"NT$-9,692",停損
V3 (任意下降),90天+6個持倉_全週期,2545,backup_v3,20240508,60.5,20240628,55.9,51,-8.05%,"NT$-6,703",停損
V3 (任意下降),90天+6個持倉_全週期,3003,backup_v3,20240508,78.0,20240805,71.7,89,-8.52%,"NT$-7,094",停損
V3 (任意下降),90天+6個持倉_全週期,6231,main,20240619,398.0,20240805,347.5,47,-13.13%,"NT$-10,938",停損
V3 (任意下降),90天+6個持倉_全週期,1615,backup_v3,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-10,583",停損
V3 (任意下降),90天+6個持倉_全週期,1442,backup_v3,20240626,60.3,20240924,65.2,90,+7.68%,"NT$+6,403",到期
V3 (任意下降),90天+6個持倉_全週期,2467,backup_v3,20240703,206.0,20240729,184.5,26,-10.88%,"NT$-9,045",停損
V3 (任意下降),90天+6個持倉_全週期,2548,backup_v3,20240731,166.5,20240805,148.0,5,-11.55%,"NT$-9,613",停損
V3 (任意下降),90天+6個持倉_全週期,2597,backup_v3,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-21,052",停損
V3 (任意下降),90天+6個持倉_全週期,4420,backup_v3,20240807,63.4,20240916,55.2,40,-13.38%,"NT$-11,142",停損
V3 (任意下降),90天+6個持倉_全週期,6629,backup_v3,20240807,121.0,20241105,129.0,90,+6.17%,"NT$+5,135",到期
V3 (任意下降),90天+6個持倉_全週期,4562,backup_v3,20240814,79.4,20240821,73.6,7,-7.75%,"NT$-6,456",停損
V3 (任意下降),90天+6個持倉_全週期,2250,backup_v3,20240814,94.4,20241112,95.1,90,+0.30%,NT$+249,到期
V3 (任意下降),90天+6個持倉_全週期,6546,backup_v3,20240904,176.0,20241016,158.0,42,-10.67%,"NT$-8,876",停損
V3 (任意下降),90天+6個持倉_全週期,2354,backup_v3,20241030,80.6,20241231,74.4,62,-8.13%,"NT$-6,776",停損
V3 (任意下降),90天+6個持倉_全週期,2049,backup_v3,20241030,236.5,20250128,293.0,90,+23.45%,"NT$+19,492",到期
V3 (任意下降),90天+6個持倉_全週期,3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-7,094",停損
V3 (任意下降),90天+6個持倉_全週期,7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-11,097",停損
V3 (任意下降),90天+6個持倉_全週期,2468,backup_v3,20250416,63.9,20250417,58.3,1,-9.21%,"NT$-7,670",停損
V3 (任意下降),90天+6個持倉_全週期,6023,backup_v3,20250416,80.6,20250715,82.8,90,+2.29%,"NT$+1,905",到期
V3 (任意下降),90天+6個持倉_全週期,2466,backup_v3,20250423,108.5,20250428,93.5,5,-14.27%,"NT$-11,875",停損
V3 (任意下降),90天+6個持倉_全週期,6865,backup_v3,20250423,82.8,20250505,75.8,12,-8.90%,"NT$-7,414",停損
V3 (任意下降),90天+6個持倉_全週期,4949,backup_v3,20250430,58.3,20250505,51.2,5,-12.62%,"NT$-10,515",停損
V3 (任意下降),90天+6個持倉_全週期,6680,backup_v3,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-83,673",停損
V3 (任意下降),90天+6個持倉_全週期,6752,backup_v3,20250507,189.5,20250515,172.5,8,-9.41%,"NT$-7,842",停損
V3 (任意下降),90天+6個持倉_全週期,2756,backup_v3,20250507,96.0,20250805,118.0,90,+22.47%,"NT$+18,711",到期
V3 (任意下降),90天+6個持倉_全週期,1583,backup_v3,20250528,59.5,20250707,55.2,40,-7.67%,"NT$-6,389",停損
V3 (任意下降),90天+6個持倉_全週期,5536,main,20250723,494.5,20251021,802.0,90,+61.74%,"NT$+51,365",到期
V3 (任意下降),90天+6個持倉_全週期,3323,backup_v3,20251001,51.8,20251007,46.4,6,-10.87%,"NT$-9,053",停損
V3 (任意下降),90天+6個持倉_全週期,1504,backup_v3,20251001,104.5,20251117,96.6,47,-8.00%,"NT$-6,666",停損
V3 (任意下降),90天+6個持倉_全週期,3528,backup_v3,20251008,74.4,20251114,68.2,37,-8.78%,"NT$-7,310",停損
V4 (持續下降),6週+3個持倉_全週期,3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-24,514",停損
V4 (持續下降),6週+3個持倉_全週期,6472,main,20221207,400.0,20230118,402.0,42,+0.06%,NT$+96,到期
V4 (持續下降),6週+3個持倉_全週期,1477,backup_v4,20221221,240.0,20230131,218.0,41,-9.61%,"NT$-16,005",停損
V4 (持續下降),6週+3個持倉_全週期,2207,backup_v4,20230208,642.0,20230316,595.0,36,-7.76%,"NT$-12,927",停損
V4 (持續下降),6週+3個持倉_全週期,2230,backup_v4,20230208,53.5,20230322,79.0,42,+47.22%,"NT$+78,681",到期
V4 (持續下降),6週+3個持倉_全週期,6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-13,029",停損
V4 (持續下降),6週+3個持倉_全週期,3680,main,20230329,366.0,20230421,339.0,23,-7.82%,"NT$-13,012",停損
V4 (持續下降),6週+3個持倉_全週期,4763,main,20230419,480.0,20230421,435.0,2,-9.82%,"NT$-16,328",停損
V4 (持續下降),6週+3個持倉_全週期,3044,backup_v4,20230426,113.5,20230607,127.0,42,+11.45%,"NT$+19,082",到期
V4 (持續下降),6週+3個持倉_全週期,3310,backup_v4,20230426,66.9,20230607,78.1,42,+16.30%,"NT$+27,157",到期
V4 (持續下降),6週+3個持倉_全週期,1580,backup_v4,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-13,125",停損
V4 (持續下降),6週+3個持倉_全週期,2743,backup_v4,20230607,160.5,20230712,136.5,35,-15.40%,"NT$-25,636",停損
V4 (持續下降),6週+3個持倉_全週期,3008,backup_v4,20230607,2245.0,20230719,2270.0,42,+0.67%,"NT$+1,116",到期
V4 (持續下降),6週+3個持倉_全週期,2308,backup_v4,20230614,353.0,20230726,360.5,42,+1.68%,"NT$+2,801",到期
V4 (持續下降),6週+3個持倉_全週期,3147,backup_v4,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-15,424",停損
V4 (持續下降),6週+3個持倉_全週期,1210,backup_v4,20230809,55.4,20230920,54.2,42,-2.61%,"NT$-4,347",到期
V4 (持續下降),6週+3個持倉_全週期,2211,backup_v4,20230830,68.4,20231011,69.7,42,+1.46%,"NT$+2,430",到期
V4 (持續下降),6週+3個持倉_全週期,3592,main,20230920,358.5,20231101,368.0,42,+2.21%,"NT$+3,677",到期
V4 (持續下降),6週+3個持倉_全週期,6533,main,20231101,389.5,20231213,481.0,42,+23.05%,"NT$+38,389",到期
V4 (持續下降),6週+3個持倉_全週期,2347,backup_v4,20231108,68.8,20231220,68.6,42,-0.73%,"NT$-1,222",到期
V4 (持續下降),6週+3個持倉_全週期,1519,main,20231220,329.0,20240131,444.0,42,+34.51%,"NT$+57,422",到期
V4 (持續下降),6週+3個持倉_全週期,6515,main,20240103,800.0,20240214,768.0,42,-4.44%,"NT$-7,403",到期
V4 (持續下降),6週+3個持倉_全週期,2382,backup_v4,20240110,218.0,20240221,236.0,42,+7.81%,"NT$+13,016",到期
V4 (持續下降),6週+3個持倉_全週期,2732,backup_v4,20240131,130.5,20240215,121.0,15,-7.72%,"NT$-12,867",停損
V4 (持續下降),6週+3個持倉_全週期,6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-16,636",停損
V4 (持續下降),6週+3個持倉_全週期,1216,backup_v4,20240320,76.5,20240501,76.5,42,-0.44%,NT$-737,到期
V4 (持續下降),6週+3個持倉_全週期,2317,backup_v4,20240320,138.0,20240501,156.0,42,+12.60%,"NT$+21,001",到期
V4 (持續下降),6週+3個持倉_全週期,3030,backup_v4,20240320,80.5,20240501,106.0,42,+31.23%,"NT$+52,046",到期
V4 (持續下降),6週+3個持倉_全週期,2545,backup_v4,20240508,60.5,20240619,56.8,42,-6.56%,"NT$-10,927",到期
V4 (持續下降),6週+3個持倉_全週期,2609,backup_v4,20240508,52.2,20240619,75.0,42,+43.24%,"NT$+72,053",到期
V4 (持續下降),6週+3個持倉_全週期,3003,backup_v4,20240508,78.0,20240619,76.6,42,-2.24%,"NT$-3,728",到期
V4 (持續下降),6週+3個持倉_全週期,5904,main,20240619,529.0,20240731,514.0,42,-3.28%,"NT$-5,453",到期
V4 (持續下降),6週+3個持倉_全週期,6231,main,20240619,398.0,20240731,410.5,42,+2.70%,"NT$+4,495",到期
V4 (持續下降),6週+3個持倉_全週期,1615,backup_v4,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-21,175",停損
V4 (持續下降),6週+3個持倉_全週期,2739,backup_v4,20240731,67.5,20240805,61.7,5,-9.04%,"NT$-15,055",停損
V4 (持續下降),6週+3個持倉_全週期,5519,backup_v4,20240731,55.4,20240805,49.15,5,-11.72%,"NT$-19,539",停損
V4 (持續下降),6週+3個持倉_全週期,2597,backup_v4,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-42,157",停損
V4 (持續下降),6週+3個持倉_全週期,2363,backup_v4,20240807,70.6,20240904,62.4,28,-12.06%,"NT$-20,092",停損
V4 (持續下降),6週+3個持倉_全週期,2548,backup_v4,20240807,145.0,20240910,133.5,34,-8.37%,"NT$-13,946",停損
V4 (持續下降),6週+3個持倉_全週期,2250,backup_v4,20240814,94.4,20240925,106.5,42,+12.38%,"NT$+20,625",到期
V4 (持續下降),6週+3個持倉_全週期,1472,backup_v4,20240904,59.3,20241016,60.5,42,+1.58%,"NT$+2,635",到期
V4 (持續下降),6週+3個持倉_全週期,3081,backup_v4,20240911,192.5,20241023,362.0,42,+87.61%,"NT$+145,920",到期
V4 (持續下降),6週+3個持倉_全週期,2397,backup_v4,20241030,86.3,20241108,79.8,9,-7.97%,"NT$-13,287",停損
V4 (持續下降),6週+3個持倉_全週期,2354,backup_v4,20241030,80.6,20241211,83.8,42,+3.53%,"NT$+5,877",到期
V4 (持續下降),6週+3個持倉_全週期,4961,backup_v4,20241030,247.5,20241211,236.0,42,-5.09%,"NT$-8,476",到期
V4 (持續下降),6週+3個持倉_全週期,3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-14,187",停損
V4 (持續下降),6週+3個持倉_全週期,6643,main,20250312,690.0,20250331,582.0,19,-16.09%,"NT$-26,802",停損
V4 (持續下降),6週+3個持倉_全週期,7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-22,291",停損
V4 (持續下降),6週+3個持倉_全週期,2753,backup_v4,20250416,191.0,20250422,176.0,6,-8.30%,"NT$-13,821",停損
V4 (持續下降),6週+3個持倉_全週期,6023,backup_v4,20250416,80.6,20250528,83.6,42,+3.28%,"NT$+5,464",到期
V4 (持續下降),6週+3個持倉_全週期,6680,backup_v4,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-167,346",停損
V4 (持續下降),6週+3個持倉_全週期,4571,backup_v4,20250430,151.5,20250611,160.5,42,+5.50%,"NT$+9,159",到期
V4 (持續下降),6週+3個持倉_全週期,1583,backup_v4,20250528,59.5,20250707,55.2,40,-7.67%,"NT$-12,782",停損
V4 (持續下降),6週+3個持倉_全週期,4749,main,20250618,657.0,20250704,596.0,16,-9.73%,"NT$-16,192",停損
V4 (持續下降),6週+3個持倉_全週期,3131,main,20250716,1655.0,20250724,1530.0,8,-8.00%,"NT$-13,251",停損
V4 (持續下降),6週+3個持倉_全週期,5536,main,20250723,494.5,20250903,854.0,42,+72.26%,"NT$+120,228",到期
V4 (持續下降),6週+3個持倉_全週期,6720,backup_v4,20251001,134.5,20251020,123.5,19,-8.62%,"NT$-14,364",停損
V4 (持續下降),6週+3個持倉_全週期,7747,backup_v4,20251001,141.5,20251029,131.5,28,-7.51%,"NT$-12,514",停損
V4 (持續下降),6週+3個持倉_全週期,6994,backup_v4,20251001,95.2,20251112,94.0,42,-1.70%,"NT$-2,838",到期
V4 (持續下降),6週+3個持倉_全週期,6442,main,20251203,1250.0,20251218,1110.0,15,-11.64%,"NT$-19,383",停損
V4 (持續下降),6週+6個持倉_全週期,3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-12,257",停損
V4 (持續下降),6週+6個持倉_全週期,6472,main,20221207,400.0,20230118,402.0,42,+0.06%,NT$+48,到期
V4 (持續下降),6週+6個持倉_全週期,1736,backup_v4,20221221,74.9,20221229,69.5,8,-7.65%,"NT$-6,377",停損
V4 (持續下降),6週+6個持倉_全週期,2707,backup_v4,20221221,253.0,20230106,233.0,16,-8.35%,"NT$-6,937",停損
V4 (持續下降),6週+6個持倉_全週期,1477,backup_v4,20221221,240.0,20230131,218.0,41,-9.61%,"NT$-7,991",停損
V4 (持續下降),6週+6個持倉_全週期,2338,backup_v4,20221221,85.7,20230201,91.0,42,+5.74%,"NT$+4,780",到期
V4 (持續下降),6週+6個持倉_全週期,4915,backup_v4,20230111,56.7,20230222,58.1,42,+2.03%,"NT$+1,688",到期
V4 (持續下降),6週+6個持倉_全週期,6585,backup_v4,20230111,54.2,20230222,66.5,42,+22.25%,"NT$+18,539",到期
V4 (持續下降),6週+6個持倉_全週期,2207,backup_v4,20230208,642.0,20230316,595.0,36,-7.76%,"NT$-6,439",停損
V4 (持續下降),6週+6個持倉_全週期,2230,backup_v4,20230208,53.5,20230322,79.0,42,+47.22%,"NT$+39,340",到期
V4 (持續下降),6週+6個持倉_全週期,2303,backup_v4,20230208,50.5,20230322,53.5,42,+5.50%,"NT$+4,579",到期
V4 (持續下降),6週+6個持倉_全週期,2066,backup_v4,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-6,383",停損
V4 (持續下降),6週+6個持倉_全週期,2474,backup_v4,20230308,187.5,20230419,182.5,42,-3.11%,"NT$-2,586",到期
V4 (持續下降),6週+6個持倉_全週期,6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-6,502",停損
V4 (持續下降),6週+6個持倉_全週期,3680,main,20230329,366.0,20230421,339.0,23,-7.82%,"NT$-6,506",停損
V4 (持續下降),6週+6個持倉_全週期,4763,main,20230419,480.0,20230421,435.0,2,-9.82%,"NT$-8,164",停損
V4 (持續下降),6週+6個持倉_全週期,3044,backup_v4,20230426,113.5,20230607,127.0,42,+11.45%,"NT$+9,541",到期
V4 (持續下降),6週+6個持倉_全週期,3310,backup_v4,20230426,66.9,20230607,78.1,42,+16.30%,"NT$+13,573",到期
V4 (持續下降),6週+6個持倉_全週期,3324,backup_v4,20230426,229.0,20230607,295.0,42,+28.38%,"NT$+23,624",到期
V4 (持續下降),6週+6個持倉_全週期,3587,backup_v4,20230426,182.0,20230607,231.5,42,+26.76%,"NT$+22,285",到期
V4 (持續下降),6週+6個持倉_全週期,3693,backup_v4,20230426,178.5,20230607,245.5,42,+37.09%,"NT$+30,898",到期
V4 (持續下降),6週+6個持倉_全週期,1580,backup_v4,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-6,557",停損
V4 (持續下降),6週+6個持倉_全週期,3444,backup_v4,20230607,76.9,20230612,71.5,5,-7.46%,"NT$-6,220",停損
V4 (持續下降),6週+6個持倉_全週期,2743,backup_v4,20230607,160.5,20230712,136.5,35,-15.40%,"NT$-12,818",停損
V4 (持續下降),6週+6個持倉_全週期,3008,backup_v4,20230607,2245.0,20230719,2270.0,42,+0.67%,NT$+558,到期
V4 (持續下降),6週+6個持倉_全週期,3014,backup_v4,20230607,115.0,20230719,127.0,42,+9.99%,"NT$+8,320",到期
V4 (持續下降),6週+6個持倉_全週期,3406,backup_v4,20230607,389.5,20230719,403.0,42,+3.02%,"NT$+2,512",到期
V4 (持續下降),6週+6個持倉_全週期,2408,backup_v4,20230614,76.2,20230627,70.8,13,-7.53%,"NT$-6,274",停損
V4 (持續下降),6週+6個持倉_全週期,2308,backup_v4,20230614,353.0,20230726,360.5,42,+1.68%,"NT$+1,397",到期
V4 (持續下降),6週+6個持倉_全週期,1476,backup_v4,20230705,510.0,20230816,494.0,42,-3.58%,"NT$-2,980",到期
V4 (持續下降),6週+6個持倉_全週期,4551,backup_v4,20230712,146.5,20230802,135.5,21,-7.95%,"NT$-6,626",停損
V4 (持續下降),6週+6個持倉_全週期,3483,backup_v4,20230809,158.0,20230811,146.5,2,-7.72%,"NT$-6,426",停損
V4 (持續下降),6週+6個持倉_全週期,3551,backup_v4,20230809,73.8,20230814,68.2,5,-8.03%,"NT$-6,689",停損
V4 (持續下降),6週+6個持倉_全週期,3147,backup_v4,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-7,709",停損
V4 (持續下降),6週+6個持倉_全週期,4572,backup_v4,20230809,196.0,20230907,181.5,29,-7.84%,"NT$-6,525",停損
V4 (持續下降),6週+6個持倉_全週期,1210,backup_v4,20230809,55.4,20230920,54.2,42,-2.61%,"NT$-2,174",到期
V4 (持續下降),6週+6個持倉_全週期,8081,backup_v4,20230816,226.5,20230927,265.0,42,+16.56%,"NT$+13,781",到期
V4 (持續下降),6週+6個持倉_全週期,2645,backup_v4,20230823,114.5,20230921,106.0,29,-7.87%,"NT$-6,548",停損
V4 (持續下降),6週+6個持倉_全週期,5469,backup_v4,20230823,54.6,20231004,59.2,42,+7.98%,"NT$+6,652",到期
V4 (持續下降),6週+6個持倉_全週期,2211,backup_v4,20230830,68.4,20231011,69.7,42,+1.46%,"NT$+1,214",到期
V4 (持續下降),6週+6個持倉_全週期,2385,backup_v4,20230913,114.0,20231025,124.5,42,+8.77%,"NT$+7,297",到期
V4 (持續下降),6週+6個持倉_全週期,3592,main,20230920,358.5,20231101,368.0,42,+2.21%,"NT$+1,839",到期
V4 (持續下降),6週+6個持倉_全週期,6533,main,20231101,389.5,20231213,481.0,42,+23.05%,"NT$+19,150",到期
V4 (持續下降),6週+6個持倉_全週期,4967,backup_v4,20231108,92.3,20231201,85.2,23,-8.13%,"NT$-6,775",停損
V4 (持續下降),6週+6個持倉_全週期,2347,backup_v4,20231108,68.8,20231220,68.6,42,-0.73%,NT$-611,到期
V4 (持續下降),6週+6個持倉_全週期,2388,backup_v4,20231108,129.0,20231220,151.5,42,+17.00%,"NT$+14,164",到期
V4 (持續下降),6週+6個持倉_全週期,3532,backup_v4,20231108,156.5,20231220,184.0,42,+17.13%,"NT$+14,255",到期
V4 (持續下降),6週+6個持倉_全週期,4994,backup_v4,20231108,62.0,20231220,61.5,42,-1.25%,"NT$-1,041",到期
V4 (持續下降),6週+6個持倉_全週期,6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-7,858",停損
V4 (持續下降),6週+6個持倉_全週期,1519,main,20231220,329.0,20240131,444.0,42,+34.51%,"NT$+28,654",到期
V4 (持續下降),6週+6個持倉_全週期,6515,main,20240103,800.0,20240214,768.0,42,-4.44%,"NT$-3,701",到期
V4 (持續下降),6週+6個持倉_全週期,2382,backup_v4,20240110,218.0,20240221,236.0,42,+7.81%,"NT$+6,500",到期
V4 (持續下降),6週+6個持倉_全週期,2603,backup_v4,20240110,148.0,20240221,155.0,42,+4.29%,"NT$+3,571",到期
V4 (持續下降),6週+6個持倉_全週期,3413,backup_v4,20240110,211.0,20240221,230.0,42,+8.56%,"NT$+7,128",到期
V4 (持續下降),6週+6個持倉_全週期,4958,backup_v4,20240110,103.0,20240221,99.2,42,-4.13%,"NT$-3,439",到期
V4 (持續下降),6週+6個持倉_全週期,2732,backup_v4,20240131,130.5,20240215,121.0,15,-7.72%,"NT$-6,428",停損
V4 (持續下降),6週+6個持倉_全週期,6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-8,303",停損
V4 (持續下降),6週+6個持倉_全週期,6122,backup_v4,20240320,69.0,20240411,63.3,22,-8.70%,"NT$-7,253",停損
V4 (持續下降),6週+6個持倉_全週期,6409,backup_v4,20240320,1615.0,20240422,1465.0,33,-9.73%,"NT$-8,026",停損
V4 (持續下降),6週+6個持倉_全週期,1216,backup_v4,20240320,76.5,20240501,76.5,42,-0.44%,NT$-368,到期
V4 (持續下降),6週+6個持倉_全週期,2317,backup_v4,20240320,138.0,20240501,156.0,42,+12.60%,"NT$+10,501",到期
V4 (持續下降),6週+6個持倉_全週期,3030,backup_v4,20240320,80.5,20240501,106.0,42,+31.23%,"NT$+26,011",到期
V4 (持續下降),6週+6個持倉_全週期,4584,backup_v4,20240320,62.1,20240501,69.0,42,+10.67%,"NT$+8,890",到期
V4 (持續下降),6週+6個持倉_全週期,2404,main,20240424,412.5,20240508,383.0,14,-7.59%,"NT$-6,305",停損
V4 (持續下降),6週+6個持倉_全週期,6143,backup_v4,20240508,126.5,20240515,117.0,7,-7.95%,"NT$-6,619",停損
V4 (持續下降),6週+6個持倉_全週期,3679,backup_v4,20240508,146.5,20240614,132.5,37,-10.00%,"NT$-8,332",停損
V4 (持續下降),6週+6個持倉_全週期,2545,backup_v4,20240508,60.5,20240619,56.8,42,-6.56%,"NT$-5,463",到期
V4 (持續下降),6週+6個持倉_全週期,2609,backup_v4,20240508,52.2,20240619,75.0,42,+43.24%,"NT$+36,026",到期
V4 (持續下降),6週+6個持倉_全週期,3003,backup_v4,20240508,78.0,20240619,76.6,42,-2.24%,"NT$-1,863",到期
V4 (持續下降),6週+6個持倉_全週期,3466,backup_v4,20240508,57.1,20240619,87.8,42,+53.32%,"NT$+44,425",到期
V4 (持續下降),6週+6個持倉_全週期,5904,main,20240619,529.0,20240731,514.0,42,-3.28%,"NT$-2,726",到期
V4 (持續下降),6週+6個持倉_全週期,6231,main,20240619,398.0,20240731,410.5,42,+2.70%,"NT$+2,248",到期
V4 (持續下降),6週+6個持倉_全週期,2451,backup_v4,20240626,124.5,20240628,115.0,2,-8.07%,"NT$-6,724",停損
V4 (持續下降),6週+6個持倉_全週期,5483,backup_v4,20240626,221.5,20240726,199.5,30,-10.37%,"NT$-8,630",停損
V4 (持續下降),6週+6個持倉_全週期,1615,backup_v4,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-10,583",停損
V4 (持續下降),6週+6個持倉_全週期,3374,backup_v4,20240626,177.0,20240807,209.5,42,+17.92%,"NT$+14,928",到期
V4 (持續下降),6週+6個持倉_全週期,2383,backup_v4,20240703,492.5,20240718,447.5,15,-9.58%,"NT$-7,937",停損
V4 (持續下降),6週+6個持倉_全週期,2739,backup_v4,20240731,67.5,20240805,61.7,5,-9.04%,"NT$-7,524",停損
V4 (持續下降),6週+6個持倉_全週期,5519,backup_v4,20240731,55.4,20240805,49.15,5,-11.72%,"NT$-9,770",停損
V4 (持續下降),6週+6個持倉_全週期,6228,backup_v4,20240731,72.9,20240805,66.1,5,-9.77%,"NT$-8,138",停損
V4 (持續下降),6週+6個持倉_全週期,5534,backup_v4,20240731,136.5,20240806,118.5,6,-13.63%,"NT$-11,346",停損
V4 (持續下降),6週+6個持倉_全週期,2597,backup_v4,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-21,052",停損
V4 (持續下降),6週+6個持倉_全週期,2363,backup_v4,20240807,70.6,20240904,62.4,28,-12.06%,"NT$-10,042",停損
V4 (持續下降),6週+6個持倉_全週期,2548,backup_v4,20240807,145.0,20240910,133.5,34,-8.37%,"NT$-6,967",停損
V4 (持續下降),6週+6個持倉_全週期,4420,backup_v4,20240807,63.4,20240916,55.2,40,-13.38%,"NT$-11,142",停損
V4 (持續下降),6週+6個持倉_全週期,6629,backup_v4,20240807,121.0,20240918,131.5,42,+8.24%,"NT$+6,855",到期
V4 (持續下降),6週+6個持倉_全週期,5347,backup_v4,20240814,119.0,20240910,107.5,27,-10.11%,"NT$-8,419",停損
V4 (持續下降),6週+6個持倉_全週期,2250,backup_v4,20240814,94.4,20240925,106.5,42,+12.38%,"NT$+10,307",到期
V4 (持續下降),6週+6個持倉_全週期,1472,backup_v4,20240904,59.3,20241016,60.5,42,+1.58%,"NT$+1,317",到期
V4 (持續下降),6週+6個持倉_全週期,3081,backup_v4,20240911,192.5,20241023,362.0,42,+87.61%,"NT$+72,960",到期
V4 (持續下降),6週+6個持倉_全週期,3227,backup_v4,20240911,223.5,20241023,254.5,42,+13.43%,"NT$+11,180",到期
V4 (持續下降),6週+6個持倉_全週期,8249,backup_v4,20240918,56.9,20241004,50.8,16,-11.16%,"NT$-9,300",停損
V4 (持續下降),6週+6個持倉_全週期,6274,backup_v4,20240918,174.5,20241029,161.0,41,-8.18%,"NT$-6,803",停損
V4 (持續下降),6週+6個持倉_全週期,2397,backup_v4,20241030,86.3,20241108,79.8,9,-7.97%,"NT$-6,644",停損
V4 (持續下降),6週+6個持倉_全週期,8155,backup_v4,20241030,144.5,20241108,132.0,9,-9.09%,"NT$-7,566",停損
V4 (持續下降),6週+6個持倉_全週期,6208,backup_v4,20241030,59.1,20241118,54.5,19,-8.23%,"NT$-6,855",停損
V4 (持續下降),6週+6個持倉_全週期,2354,backup_v4,20241030,80.6,20241211,83.8,42,+3.53%,"NT$+2,939",到期
V4 (持續下降),6週+6個持倉_全週期,4961,backup_v4,20241030,247.5,20241211,236.0,42,-5.09%,"NT$-4,238",到期
V4 (持續下降),6週+6個持倉_全週期,3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-7,094",停損
V4 (持續下降),6週+6個持倉_全週期,6643,main,20250312,690.0,20250331,582.0,19,-16.09%,"NT$-13,345",停損
V4 (持續下降),6週+6個持倉_全週期,7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-11,097",停損
V4 (持續下降),6週+6個持倉_全週期,2753,backup_v4,20250416,191.0,20250422,176.0,6,-8.30%,"NT$-6,902",停損
V4 (持續下降),6週+6個持倉_全週期,6023,backup_v4,20250416,80.6,20250528,83.6,42,+3.28%,"NT$+2,732",到期
