股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因,投入資金
2732,backup_v4,20240131,130.50,20240215,121.00,15,-7.72%,"NT$-12,867",停損,"NT$166,625"
2382,backup_v4,20240110,218.00,20240221,236.00,42,+7.81%,"NT$+13,016",到期,"NT$166,571"
6462,main,20240306,293.50,20240307,265.50,1,-9.98%,"NT$-16,636",停損,"NT$166,652"
1216,backup_v4,20240320,76.50,20240501,76.50,42,-0.44%,NT$-737,到期,"NT$166,625"
2317,backup_v4,20240320,138.00,20240501,156.00,42,+12.60%,"NT$+21,001",到期,"NT$166,665"
3030,backup_v4,20240320,80.50,20240501,106.00,42,+31.23%,"NT$+52,046",到期,"NT$166,631"
2545,backup_v4,20240508,60.50,20240619,56.80,42,-6.56%,"NT$-10,927",到期,"NT$166,612"
2609,backup_v4,20240508,52.20,20240619,75.00,42,+43.24%,"NT$+72,053",到期,"NT$166,651"
3003,backup_v4,20240508,78.00,20240619,76.60,42,-2.24%,"NT$-3,728",到期,"NT$166,611"
5904,main,20240619,529.00,20240731,514.00,42,-3.28%,"NT$-5,453",到期,"NT$166,343"
6231,main,20240619,398.00,20240731,410.50,42,+2.70%,"NT$+4,495",到期,"NT$166,601"
1615,backup_v4,20240626,69.30,20240805,60.80,40,-12.71%,"NT$-21,175",停損,"NT$166,626"
2739,backup_v4,20240731,67.50,20240805,61.70,5,-9.04%,"NT$-15,055",停損,"NT$166,625"
5519,backup_v4,20240731,55.40,20240805,49.15,5,-11.72%,"NT$-19,539",停損,"NT$166,659"
2597,backup_v4,20240807,205.00,20240814,154.00,7,-25.32%,"NT$-42,157",停損,"NT$166,492"
2363,backup_v4,20240807,70.60,20240904,62.40,28,-12.06%,"NT$-20,092",停損,"NT$166,641"
2548,backup_v4,20240807,145.00,20240910,133.50,34,-8.37%,"NT$-13,946",停損,"NT$166,552"
2250,backup_v4,20240814,94.40,20240925,106.50,42,+12.38%,"NT$+20,625",到期,"NT$166,664"
1472,backup_v4,20240904,59.30,20241016,60.50,42,+1.58%,"NT$+2,635",到期,"NT$166,633"
3081,backup_v4,20240911,192.50,20241023,362.00,42,+87.61%,"NT$+145,920",到期,"NT$166,557"
2397,backup_v4,20241030,86.30,20241108,79.80,9,-7.97%,"NT$-13,287",停損,"NT$166,624"
2354,backup_v4,20241030,80.60,20241211,83.80,42,+3.53%,"NT$+5,877",到期,"NT$166,595"
4961,backup_v4,20241030,247.50,20241211,236.00,42,-5.09%,"NT$-8,476",到期,"NT$166,557"
3563,main,20250312,569.00,20250327,523.00,15,-8.53%,"NT$-14,187",停損,"NT$166,385"
6643,main,20250312,690.00,20250331,582.00,19,-16.09%,"NT$-26,802",停損,"NT$166,527"
7722,main,20250326,724.00,20250331,630.00,5,-13.43%,"NT$-22,291",停損,"NT$166,032"
2753,backup_v4,20250416,191.00,20250422,176.00,6,-8.30%,"NT$-13,821",停損,"NT$166,598"
6023,backup_v4,20250416,80.60,20250528,83.60,42,+3.28%,"NT$+5,464",到期,"NT$166,595"
6680,backup_v4,20250430,79.30,20250529,0.00,29,-100.44%,"NT$-167,346",停損,"NT$166,608"
4571,backup_v4,20250430,151.50,20250611,160.50,42,+5.50%,"NT$+9,159",到期,"NT$166,584"
4749,main,20250618,657.00,20250704,596.00,16,-9.73%,"NT$-16,192",停損,"NT$166,458"
1583,backup_v4,20250528,59.50,20250707,55.20,40,-7.67%,"NT$-12,782",停損,"NT$166,659"
3131,main,20250716,1655.00,20250724,1530.00,8,-8.00%,"NT$-13,251",停損,"NT$165,736"
5536,main,20250723,494.50,20250903,854.00,42,+72.26%,"NT$+120,228",到期,"NT$166,389"
6720,backup_v4,20251001,134.50,20251020,123.50,19,-8.62%,"NT$-14,364",停損,"NT$166,614"
7747,backup_v4,20251001,141.50,20251029,131.50,28,-7.51%,"NT$-12,514",停損,"NT$166,641"
6994,backup_v4,20251001,95.20,20251112,94.00,42,-1.70%,"NT$-2,838",到期,"NT$166,647"
6442,main,20251203,1250.00,20251218,1110.00,15,-11.64%,"NT$-19,383",停損,"NT$166,487"
