股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因
2066,backup_v3,20230308,90.00,20230316,83.50,8,-7.66%,"NT$-12,773",停損
6472,main,20230222,493.00,20230405,740.00,42,+49.66%,"NT$+82,621",到期
1590,backup_v3,20230308,1125.00,20230419,1160.00,42,+2.67%,"NT$+4,420",到期
4763,main,20230419,480.00,20230421,435.00,2,-9.82%,"NT$-16,328",停損
3675,main,20230412,299.50,20230524,348.00,42,+15.75%,"NT$+26,219",到期
1476,backup_v3,20230426,488.50,20230607,489.00,42,-0.34%,NT$-566,到期
1720,backup_v3,20230426,68.80,20230607,78.00,42,+12.93%,"NT$+21,549",到期
1580,backup_v3,20230607,134.50,20230609,124.50,2,-7.88%,"NT$-13,125",停損
8046,main,20230531,303.00,20230615,281.00,15,-7.70%,"NT$-12,832",停損
1519,backup_v3,20230607,155.00,20230719,194.50,42,+25.04%,"NT$+41,707",到期
1533,backup_v3,20230614,61.90,20230726,58.50,42,-5.94%,"NT$-9,890",到期
1477,backup_v3,20230621,272.50,20230802,301.00,42,+10.02%,"NT$+16,673",到期
3147,backup_v3,20230809,76.00,20230824,69.30,15,-9.26%,"NT$-15,424",停損
2357,backup_v3,20230830,403.00,20230912,363.50,13,-10.24%,"NT$-17,033",停損
1210,backup_v3,20230809,55.40,20230920,54.20,42,-2.61%,"NT$-4,347",到期
3362,backup_v3,20230809,134.00,20230920,148.00,42,+10.01%,"NT$+16,675",到期
2385,backup_v3,20230913,114.00,20231025,124.50,42,+8.77%,"NT$+14,604",到期
3592,main,20230920,358.50,20231101,368.00,42,+2.21%,"NT$+3,677",到期
2363,backup_v3,20231108,49.00,20231109,44.15,1,-10.34%,"NT$-17,231",停損
6789,main,20231206,305.00,20231219,277.50,13,-9.46%,"NT$-15,745",停損
2233,backup_v3,20231108,141.00,20231220,139.00,42,-1.86%,"NT$-3,101",到期
2347,backup_v3,20231108,68.80,20231220,68.60,42,-0.73%,"NT$-1,222",到期
