stock_code,start_date,consecutive_weeks,weeks_forward,start_price,forward_price,return_pct
3122,20240216,50,2,44.0,43.3,-1.5909090909090973
3122,20240216,50,4,44.0,40.8,-7.27272727272728
3122,20240216,50,12,44.0,38.95,-11.477272727272721
3122,20250207,54,1,30.5,31.1,1.967213114754103
3122,20250207,54,2,30.5,31.4,2.950819672131143
3122,20250207,54,4,30.5,31.1,1.967213114754103
3122,20250207,54,12,30.5,23.1,-24.26229508196721
3128,20221111,10,1,34.7,42.05,21.1815561959654
3128,20221111,10,2,34.7,44.0,26.801152737752147
3128,20221111,10,4,34.7,51.7,48.99135446685878
3128,20221111,10,12,34.7,42.5,22.47838616714696
3128,20230117,1,1,39.8,41.4,4.020100502512566
3128,20230117,1,2,39.8,41.55,4.396984924623116
3128,20230117,1,4,39.8,44.9,12.814070351758799
3128,20230117,1,12,39.8,42.6,7.035175879396996
3128,20230203,53,1,42.5,44.75,5.294117647058823
3128,20230203,53,2,42.5,47.55,11.882352941176464
3128,20230203,53,4,42.5,48.8,14.8235294117647
3128,20230203,53,12,42.5,37.7,-11.294117647058817
3128,20240205,1,1,30.1,30.3,0.6644518272425225
3128,20240205,1,2,30.1,31.2,3.65448504983388
3128,20240205,1,4,30.1,34.45,14.45182724252492
3128,20240205,1,12,30.1,29.55,-1.8272425249169457
3128,20240216,50,1,30.9,30.15,-2.4271844660194173
3128,20240216,50,2,30.9,34.45,11.48867313915859
3128,20240216,50,4,30.9,30.85,-0.16181229773461864
3128,20240216,50,12,30.9,30.0,-2.9126213592232966
3128,20250207,54,1,29.2,28.9,-1.0273972602739752
3128,20250207,54,2,29.2,32.0,9.589041095890414
3128,20250207,54,4,29.2,29.65,1.5410958904109566
3128,20250207,54,12,29.2,26.45,-9.417808219178083
3130,20221111,10,1,190.5,192.0,0.7874015748031495
3130,20221111,10,2,190.5,191.0,0.26246719160104987
3130,20221111,10,4,190.5,202.5,6.299212598425196
3130,20221111,10,12,190.5,203.0,6.561679790026247
3130,20230117,1,1,199.5,199.0,-0.2506265664160401
3130,20230117,1,2,199.5,200.0,0.2506265664160401
3130,20230117,1,4,199.5,203.0,1.7543859649122806
3130,20230117,1,12,199.5,210.5,5.513784461152882
3130,20230203,30,1,203.0,205.0,0.9852216748768473
3130,20230203,30,2,203.0,202.5,-0.24630541871921183
3130,20230203,30,4,203.0,205.0,0.9852216748768473
3130,20230203,30,12,203.0,212.0,4.433497536945813
3130,20230908,22,1,203.0,203.0,0.0
3130,20230908,22,2,203.0,201.5,-0.7389162561576355
3130,20230908,22,4,203.0,201.5,-0.7389162561576355
3130,20230908,22,12,203.0,212.0,4.433497536945813
3130,20240205,1,1,233.0,234.0,0.4291845493562232
3130,20240205,1,2,233.0,233.5,0.2145922746781116
3130,20240205,1,4,233.0,222.0,-4.721030042918455
3130,20240205,1,12,233.0,227.5,-2.3605150214592276
3130,20240216,50,1,232.5,230.0,-1.0752688172043012
3130,20240216,50,2,232.5,222.5,-4.301075268817205
3130,20240216,50,4,232.5,225.5,-3.010752688172043
3130,20240216,50,12,232.5,242.0,4.086021505376344
3130,20250207,54,1,222.0,228.0,2.7027027027027026
3130,20250207,54,2,222.0,228.0,2.7027027027027026
3130,20250207,54,4,222.0,229.0,3.153153153153153
3130,20250207,54,12,222.0,228.5,2.9279279279279278
3131,20221111,10,1,206.5,231.0,11.864406779661017
3131,20221111,10,2,206.5,234.0,13.317191283292978
3131,20221111,10,4,206.5,237.5,15.012106537530268
3131,20221111,10,12,206.5,246.0,19.128329297820823
3131,20230117,1,1,230.5,237.0,2.8199566160520604
3131,20230117,1,2,230.5,236.5,2.6030368763557483
3131,20230117,1,4,230.5,243.0,5.42299349240781
3131,20230117,1,12,230.5,316.0,37.093275488069416
3131,20230203,53,1,246.0,246.5,0.20325203252032523
3131,20230203,53,2,246.0,243.5,-1.0162601626016259
3131,20230203,53,4,246.0,264.5,7.520325203252034
3131,20230203,53,12,246.0,334.0,35.77235772357724
3131,20240205,1,1,643.0,707.0,9.953343701399689
3131,20240205,1,2,643.0,706.0,9.79782270606532
3131,20240205,1,4,643.0,909.0,41.368584758942454
3131,20240205,1,12,643.0,1120.0,74.18351477449455
3131,20240216,50,1,716.0,848.0,18.435754189944134
3131,20240216,50,2,716.0,868.0,21.22905027932961
3131,20240216,50,4,716.0,847.0,18.296089385474858
3131,20240216,50,12,716.0,1020.0,42.45810055865922
3131,20250207,54,1,1315.0,1245.0,-5.323193916349809
3131,20250207,54,2,1315.0,1380.0,4.942965779467681
3131,20250207,54,4,1315.0,1175.0,-10.646387832699618
3131,20250207,54,12,1315.0,930.0,-29.277566539923956
3135,20250307,50,1,32.35,40.7,25.811437403400312
3135,20250307,50,2,32.35,33.45,3.4003091190108234
3135,20250307,50,4,32.35,31.4,-2.9366306027820794
3135,20250307,50,12,32.35,48.4,49.613601236476036
3138,20221111,10,1,127.0,133.0,4.724409448818897
