股票,引擎,進場日期,進場價格,出場日期,出場價格,日曆天數,收益率%,收益金額,出場原因,投入資金,version,config,price,entry_date,stock,engine,fled_pct,r400_chg,ma20,ma20_gap,big_holder_chg,pnl,ret,price_tier,days_bucket
6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-8,303",停損,"NT$83,179",v4,90天+6個持倉_全週期,293.5,20240306,6462,main,0.0,0.0,0.0,0.0,0.0,-8303.0,-9.98,200-300,<7日
6515,main,20240103,800.0,20240308,731.0,65,-9.07%,"NT$-7,555",停損,"NT$83,319",v4,90天+6個持倉_全週期,800.0,20240103,6515,main,0.0,0.0,0.0,0.0,0.0,-7555.0,-9.07,500+,42-90日
1519,main,20231220,329.0,20240319,660.0,90,+100.17%,"NT$+83,163",到期,"NT$83,026",v4,90天+6個持倉_全週期,329.0,20231220,1519,main,0.0,0.0,0.0,0.0,0.0,83163.0,100.17,300-500,42-90日
6122,backup_v4,20240320,69.0,20240411,63.3,22,-8.70%,"NT$-7,253",停損,"NT$83,333",v4,90天+6個持倉_全週期,69.0,20240320,6122,backup_v4,-7.010416666666666,0.0,67.56,2.131438721136764,0.0,-7253.0,-8.7,50-100,14-30日
6409,backup_v4,20240320,1615.0,20240422,1465.0,33,-9.73%,"NT$-8,026",停損,"NT$82,482",v4,90天+6個持倉_全週期,1615.0,20240320,6409,backup_v4,-24.920673663656334,0.0,1641.5,-1.6143770941212305,0.0,-8026.0,-9.73,500+,30-42日
2404,main,20240424,412.5,20240508,383.0,14,-7.59%,"NT$-6,305",停損,"NT$83,031",v4,90天+6個持倉_全週期,412.5,20240424,2404,main,0.0,0.0,0.0,0.0,0.0,-6305.0,-7.59,300-500,7-14日
1216,backup_v4,20240320,76.5,20240618,81.5,90,+6.09%,"NT$+5,074",到期,"NT$83,274",v4,90天+6個持倉_全週期,76.5,20240320,1216,backup_v4,-5.178712175730784,0.0,76.435,0.08503957611041764,0.0,5074.0,6.09,50-100,42-90日
2317,backup_v4,20240320,138.0,20240618,198.5,90,+43.40%,"NT$+36,165",到期,"NT$83,333",v4,90天+6個持倉_全週期,138.0,20240320,2317,backup_v4,-9.289139462061136,0.0,113.275,21.827411167512683,0.0,36165.0,43.4,100-200,42-90日
3030,backup_v4,20240320,80.5,20240618,172.5,90,+113.84%,"NT$+94,803",到期,"NT$83,275",v4,90天+6個持倉_全週期,80.5,20240320,3030,backup_v4,-6.021468342804661,0.0,75.695,6.347843318581157,0.0,94803.0,113.84,50-100,42-90日
4584,backup_v4,20240320,62.1,20240618,66.5,90,+6.64%,"NT$+5,536",到期,"NT$83,333",v4,90天+6個持倉_全週期,62.1,20240320,4584,backup_v4,-8.178844056706652,0.0,55.645,11.600323479198487,0.0,5536.0,6.64,50-100,42-90日
2545,backup_v4,20240508,60.5,20240628,55.9,51,-8.05%,"NT$-6,703",停損,"NT$83,306",v4,90天+6個持倉_全週期,60.5,20240508,2545,backup_v4,-7.267120498050852,0.0,55.0025,9.995000227262402,0.0,-6703.0,-8.05,50-100,42-90日
2451,backup_v4,20240626,124.5,20240628,115.0,2,-8.07%,"NT$-6,724",停損,"NT$83,285",v4,90天+6個持倉_全週期,124.5,20240626,2451,backup_v4,-5.757190817530169,0.0,121.225,2.70158795627965,0.0,-6724.0,-8.07,100-200,<7日
3122,backup_v4,20240703,51.0,20240709,47.0,6,-8.29%,"NT$-6,902",停損,"NT$83,300",v4,90天+6個持倉_全週期,51.0,20240703,3122,backup_v4,-6.123939351787453,0.0,56.255,-9.341391876277669,0.0,-6902.0,-8.29,50-100,<7日
2383,backup_v4,20240703,492.5,20240718,447.5,15,-9.58%,"NT$-7,937",停損,"NT$82,858",v4,90天+6個持倉_全週期,492.5,20240703,2383,backup_v4,-10.46116174670113,0.0,456.1,7.980705985529483,0.0,-7937.0,-9.58,300-500,14-30日
6231,main,20240619,398.0,20240805,347.5,47,-13.13%,"NT$-10,938",停損,"NT$83,301",v4,90天+6個持倉_全週期,398.0,20240619,6231,main,0.0,0.0,0.0,0.0,0.0,-10938.0,-13.13,300-500,42-90日
1615,backup_v4,20240626,69.3,20240805,60.8,40,-12.71%,"NT$-10,583",停損,"NT$83,279",v4,90天+6個持倉_全週期,69.3,20240626,1615,backup_v4,-6.446991404011461,0.0,70.28,-1.3944223107569778,0.0,-10583.0,-12.71,50-100,30-42日
2739,backup_v4,20240731,67.5,20240805,61.7,5,-9.04%,"NT$-7,524",停損,"NT$83,279",v4,90天+6個持倉_全週期,67.5,20240731,2739,backup_v4,-17.41160773849233,0.0,65.17,3.5752646923431,0.0,-7524.0,-9.04,50-100,<7日
2609,backup_v4,20240508,52.2,20240806,61.1,90,+16.61%,"NT$+13,838",到期,"NT$83,325",v4,90天+6個持倉_全週期,52.2,20240508,2609,backup_v4,-5.325497455742951,0.0,47.7825,9.24501648092922,0.0,13838.0,16.61,50-100,42-90日
2597,backup_v4,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-21,052",停損,"NT$83,143",v4,90天+6個持倉_全週期,205.0,20240807,2597,backup_v4,-5.515565952852258,0.0,202.725,1.1222098902454092,0.0,-21052.0,-25.32,200-300,<7日
2363,backup_v4,20240807,70.6,20240904,62.4,28,-12.06%,"NT$-10,042",停損,"NT$83,285",v4,90天+6個持倉_全週期,70.6,20240807,2363,backup_v4,-15.138244419428352,0.0,64.1,10.14040561622465,0.0,-10042.0,-12.06,50-100,14-30日
2548,backup_v4,20240807,145.0,20240910,133.5,34,-8.37%,"NT$-6,967",停損,"NT$83,203",v4,90天+6個持倉_全週期,145.0,20240807,2548,backup_v4,-9.683570704963948,0.0,158.0,-8.227848101265822,0.0,-6967.0,-8.37,100-200,30-42日
4420,backup_v4,20240807,63.4,20240916,55.2,40,-13.38%,"NT$-11,142",停損,"NT$83,299",v4,90天+6個持倉_全週期,63.4,20240807,4420,backup_v4,-6.545852210592094,0.0,60.175,5.3593685085168286,0.0,-11142.0,-13.38,50-100,30-42日
5904,main,20240619,529.0,20240917,544.0,90,+2.39%,"NT$+1,990",到期,"NT$83,171",v4,90天+6個持倉_全週期,529.0,20240619,5904,main,0.0,0.0,0.0,0.0,0.0,1990.0,2.39,500+,42-90日
8249,backup_v4,20240918,56.9,20241004,50.8,16,-11.16%,"NT$-9,300",停損,"NT$83,306",v4,90天+6個持倉_全週期,56.9,20240918,8249,backup_v4,-5.477646266898525,0.0,36.76,54.78781284004353,0.0,-9300.0,-11.16,50-100,14-30日
2015,backup_v4,20240710,78.1,20241008,85.0,90,+8.39%,"NT$+6,990",到期,"NT$83,295",v4,90天+6個持倉_全週期,78.1,20240710,2015,backup_v4,-5.323708549515001,0.0,76.0,2.763157894736835,0.0,6990.0,8.39,50-100,42-90日
6274,backup_v4,20240918,174.5,20241029,161.0,41,-8.18%,"NT$-6,803",停損,"NT$83,180",v4,90天+6個持倉_全週期,174.5,20240918,6274,backup_v4,-10.163434299411636,0.0,171.475,1.764105554745593,0.0,-6803.0,-8.18,100-200,30-42日
2397,backup_v4,20241030,86.3,20241108,79.8,9,-7.97%,"NT$-6,644",停損,"NT$83,312",v4,90天+6個持倉_全週期,86.3,20241030,2397,backup_v4,-7.9340046099720976,0.0,79.165,9.012821322554148,0.0,-6644.0,-7.97,50-100,7-14日
2250,backup_v4,20240814,94.4,20241112,95.1,90,+0.30%,NT$+249,到期,"NT$83,285",v4,90天+6個持倉_全週期,94.4,20240814,2250,backup_v4,-5.30579181855002,0.0,92.395,2.1700308458250013,0.0,249.0,0.3,50-100,42-90日
1472,backup_v4,20240904,59.3,20241203,65.0,90,+9.17%,"NT$+7,640",到期,"NT$83,316",v4,90天+6個持倉_全週期,59.3,20240904,1472,backup_v4,-12.7838519764508,0.0,57.285,3.5175002182072106,0.0,7640.0,9.17,50-100,42-90日
3081,backup_v4,20240911,192.5,20241210,355.5,90,+84.23%,"NT$+70,148",到期,"NT$83,279",v4,90天+6個持倉_全週期,192.5,20240911,3081,backup_v4,-20.543543379990197,0.0,157.375,22.319301032565527,0.0,70148.0,84.23,100-200,42-90日
4961,backup_v4,20241030,247.5,20241216,228.0,47,-8.32%,"NT$-6,930",停損,"NT$83,279",v4,90天+6個持倉_全週期,247.5,20241030,4961,backup_v4,-5.064893953782843,0.0,271.5,-8.83977900552486,0.0,-6930.0,-8.32,200-300,42-90日
2354,backup_v4,20241030,80.6,20241231,74.4,62,-8.13%,"NT$-6,776",停損,"NT$83,298",v4,90天+6個持倉_全週期,80.6,20241030,2354,backup_v4,-6.437897754522479,0.0,68.45,17.750182615047468,0.0,-6776.0,-8.13,50-100,42-90日
3563,main,20250312,569.0,20250327,523.0,15,-8.53%,"NT$-7,094",停損,"NT$83,192",v4,90天+6個持倉_全週期,569.0,20250312,3563,main,0.0,0.0,0.0,0.0,0.0,-7094.0,-8.53,500+,14-30日
6643,main,20250312,690.0,20250331,582.0,19,-16.09%,"NT$-13,345",停損,"NT$82,918",v4,90天+6個持倉_全週期,690.0,20250312,6643,main,0.0,0.0,0.0,0.0,0.0,-13345.0,-16.09,500+,14-30日
7722,main,20250326,724.0,20250331,630.0,5,-13.43%,"NT$-11,097",停損,"NT$82,654",v4,90天+6個持倉_全週期,724.0,20250326,7722,main,0.0,0.0,0.0,0.0,0.0,-11097.0,-13.43,500+,<7日
2753,backup_v4,20250416,191.0,20250422,176.0,6,-8.30%,"NT$-6,902",停損,"NT$83,203",v4,90天+6個持倉_全週期,191.0,20250416,2753,backup_v4,-7.240806150010388,0.0,175.4,8.8939566704675,0.0,-6902.0,-8.3,100-200,<7日
6865,backup_v4,20250430,79.9,20250507,71.2,7,-11.33%,"NT$-9,438",停損,"NT$83,294",v4,90天+6個持倉_全週期,79.9,20250430,6865,backup_v4,-10.13888888888889,0.0,72.395,10.366738034394654,0.0,-9438.0,-11.33,50-100,<7日
6680,backup_v4,20250430,79.3,20250529,0.0,29,-100.44%,"NT$-83,673",停損,"NT$83,304",v4,90天+6個持倉_全週期,79.3,20250430,6680,backup_v4,-6.480648064806481,0.0,75.625,4.859504132231401,0.0,-83673.0,-100.44,50-100,14-30日
7718,backup_v4,20250430,51.0,20250630,46.3,61,-9.66%,"NT$-8,045",停損,"NT$83,300",v4,90天+6個持倉_全週期,51.0,20250430,7718,backup_v4,-14.136125654450263,0.0,50.59,0.8104368452263225,0.0,-8045.0,-9.66,50-100,42-90日
6919,main,20250702,1345.0,20250707,1240.0,5,-8.25%,"NT$-6,778",停損,"NT$82,162",v4,90天+6個持倉_全週期,1345.0,20250702,6919,main,0.0,0.0,0.0,0.0,0.0,-6778.0,-8.25,500+,<7日
6023,backup_v4,20250416,80.6,20250715,82.8,90,+2.29%,"NT$+1,905",到期,"NT$83,298",v4,90天+6個持倉_全週期,80.6,20250416,6023,backup_v4,-8.583716623857596,0.0,80.82,-0.27220984904726414,0.0,1905.0,2.29,50-100,42-90日
3131,main,20250716,1655.0,20250724,1530.0,8,-8.00%,"NT$-6,626",停損,"NT$82,868",v4,90天+6個持倉_全週期,1655.0,20250716,3131,main,0.0,0.0,0.0,0.0,0.0,-6626.0,-8.0,500+,7-14日
4571,backup_v4,20250430,151.5,20250729,164.5,90,+8.14%,"NT$+6,779",到期,"NT$83,292",v4,90天+6個持倉_全週期,151.5,20250430,4571,backup_v4,-5.872756933115824,0.0,142.575,6.259863229879019,0.0,6779.0,8.14,100-200,42-90日
7631,backup_v4,20250430,101.5,20250729,124.5,90,+22.22%,"NT$+18,495",到期,"NT$83,247",v4,90天+6個持倉_全週期,101.5,20250430,7631,backup_v4,-8.680555555555555,0.0,98.63,2.9098651525904944,0.0,18495.0,22.22,100-200,42-90日
3036,backup_v4,20250507,116.0,20250805,138.5,90,+18.95%,"NT$+15,787",到期,"NT$83,291",v4,90天+6個持倉_全週期,116.0,20250507,3036,backup_v4,-5.462538068267945,0.0,103.855,11.694189013528474,0.0,15787.0,18.95,100-200,42-90日
3231,backup_v4,20250603,109.5,20250901,109.5,90,-0.44%,NT$-368,到期,"NT$83,229",v4,90天+6個持倉_全週期,109.5,20250603,3231,backup_v4,-6.980236578300021,0.0,111.425,-1.7276194749831701,0.0,-368.0,-0.44,100-200,42-90日
3037,backup_v4,20251008,160.0,20251014,146.0,6,-9.19%,"NT$-7,659",停損,"NT$83,319",v4,90天+6個持倉_全週期,160.0,20251008,3037,backup_v4,-11.6503422653734,0.0,151.25,5.785123966942149,0.0,-7659.0,-9.19,100-200,<7日
6720,backup_v4,20251001,134.5,20251020,123.5,19,-8.62%,"NT$-7,176",停損,"NT$83,239",v4,90天+6個持倉_全週期,134.5,20251001,6720,backup_v4,-5.633802816901409,0.0,132.25,1.7013232514177694,0.0,-7176.0,-8.62,100-200,14-30日
5536,main,20250723,494.5,20251021,802.0,90,+61.74%,"NT$+51,365",到期,"NT$83,194",v4,90天+6個持倉_全週期,494.5,20250723,5536,main,0.0,0.0,0.0,0.0,0.0,51365.0,61.74,300-500,42-90日
7747,backup_v4,20251001,141.5,20251029,131.5,28,-7.51%,"NT$-6,257",停損,"NT$83,321",v4,90天+6個持倉_全週期,141.5,20251001,7747,backup_v4,-15.369261477045908,0.0,138.875,1.8901890189018902,0.0,-6257.0,-7.51,100-200,14-30日
6994,backup_v4,20251001,95.2,20251114,87.0,44,-9.06%,"NT$-7,546",停損,"NT$83,323",v4,90天+6個持倉_全週期,95.2,20251001,6994,backup_v4,-5.461465271170314,0.0,92.955,2.4151471141950456,0.0,-7546.0,-9.06,50-100,42-90日
6442,main,20251203,1250.0,20251218,1110.0,15,-11.64%,"NT$-9,619",停損,"NT$82,618",v4,90天+6個持倉_全週期,1250.0,20251203,6442,main,0.0,0.0,0.0,0.0,0.0,-9619.0,-11.64,500+,14-30日
2066,backup_v3,20230308,90.0,20230316,83.5,8,-7.66%,"NT$-12,773",停損,,v3,6週+3個持倉_2023年,90.0,20230308,2066,backup_v3,-7.217847769028872,0.0,86.385,4.184754297621109,0.0,-12773.0,-7.66,50-100,7-14日
6472,main,20230222,493.0,20230405,740.0,42,+49.66%,"NT$+82,621",到期,,v3,6週+3個持倉_2023年,493.0,20230222,6472,main,0.0,0.0,0.0,0.0,0.0,82621.0,49.66,300-500,30-42日
1590,backup_v3,20230308,1125.0,20230419,1160.0,42,+2.67%,"NT$+4,420",到期,,v3,6週+3個持倉_2023年,1125.0,20230308,1590,backup_v3,-8.14290312198262,0.0,1093.25,2.904184770180654,0.0,4420.0,2.67,500+,30-42日
4763,main,20230419,480.0,20230421,435.0,2,-9.82%,"NT$-16,328",停損,,v3,6週+3個持倉_2023年,480.0,20230419,4763,main,0.0,0.0,0.0,0.0,0.0,-16328.0,-9.82,300-500,<7日
3675,main,20230412,299.5,20230524,348.0,42,+15.75%,"NT$+26,219",到期,,v3,6週+3個持倉_2023年,299.5,20230412,3675,main,0.0,0.0,0.0,0.0,0.0,26219.0,15.75,200-300,30-42日
1476,backup_v3,20230426,488.5,20230607,489.0,42,-0.34%,NT$-566,到期,,v3,6週+3個持倉_2023年,488.5,20230426,1476,backup_v3,-7.864609258337481,0.0,487.35,0.23597004206422023,0.0,-566.0,-0.34,300-500,30-42日
1720,backup_v3,20230426,68.8,20230607,78.0,42,+12.93%,"NT$+21,549",到期,,v3,6週+3個持倉_2023年,68.8,20230426,1720,backup_v3,-6.327637487607161,0.0,60.48,13.756613756613758,0.0,21549.0,12.93,50-100,30-42日
1580,backup_v3,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-13,125",停損,,v3,6週+3個持倉_2023年,134.5,20230607,1580,backup_v3,-5.374177079134757,0.0,129.225,4.082027471464505,0.0,-13125.0,-7.88,100-200,<7日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-12,832",停損,,v3,6週+3個持倉_2023年,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-12832.0,-7.7,300-500,14-30日
1519,backup_v3,20230607,155.0,20230719,194.5,42,+25.04%,"NT$+41,707",到期,,v3,6週+3個持倉_2023年,155.0,20230607,1519,backup_v3,-10.771416785075859,0.0,131.67,17.718538771170362,0.0,41707.0,25.04,100-200,30-42日
1533,backup_v3,20230614,61.9,20230726,58.5,42,-5.94%,"NT$-9,890",到期,,v3,6週+3個持倉_2023年,61.9,20230614,1533,backup_v3,-6.6280456636565,0.0,57.675,7.325530992631125,0.0,-9890.0,-5.94,50-100,30-42日
1477,backup_v3,20230621,272.5,20230802,301.0,42,+10.02%,"NT$+16,673",到期,,v3,6週+3個持倉_2023年,272.5,20230621,1477,backup_v3,-5.2722359569941935,0.0,234.4,16.254266211604094,0.0,16673.0,10.02,200-300,30-42日
3147,backup_v3,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-15,424",停損,,v3,6週+3個持倉_2023年,76.0,20230809,3147,backup_v3,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-15424.0,-9.26,50-100,14-30日
2357,backup_v3,20230830,403.0,20230912,363.5,13,-10.24%,"NT$-17,033",停損,,v3,6週+3個持倉_2023年,403.0,20230830,2357,backup_v3,-7.837889671525211,0.0,387.9,3.892755864913643,0.0,-17033.0,-10.24,300-500,7-14日
1210,backup_v3,20230809,55.4,20230920,54.2,42,-2.61%,"NT$-4,347",到期,,v3,6週+3個持倉_2023年,55.4,20230809,1210,backup_v3,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-4347.0,-2.61,50-100,30-42日
3362,backup_v3,20230809,134.0,20230920,148.0,42,+10.01%,"NT$+16,675",到期,,v3,6週+3個持倉_2023年,134.0,20230809,3362,backup_v3,-7.241837005574728,0.0,145.575,-7.95122788940408,0.0,16675.0,10.01,100-200,30-42日
2385,backup_v3,20230913,114.0,20231025,124.5,42,+8.77%,"NT$+14,604",到期,,v3,6週+3個持倉_2023年,114.0,20230913,2385,backup_v3,-5.614692891868704,0.0,105.525,8.031272210376681,0.0,14604.0,8.77,100-200,30-42日
3592,main,20230920,358.5,20231101,368.0,42,+2.21%,"NT$+3,677",到期,,v3,6週+3個持倉_2023年,358.5,20230920,3592,main,0.0,0.0,0.0,0.0,0.0,3677.0,2.21,300-500,30-42日
2363,backup_v3,20231108,49.0,20231109,44.15,1,-10.34%,"NT$-17,231",停損,,v3,6週+3個持倉_2023年,49.0,20231108,2363,backup_v3,-5.254129702117369,0.0,51.73,-5.277401894451956,0.0,-17231.0,-10.34,<50,<7日
6789,main,20231206,305.0,20231219,277.5,13,-9.46%,"NT$-15,745",停損,,v3,6週+3個持倉_2023年,305.0,20231206,6789,main,0.0,0.0,0.0,0.0,0.0,-15745.0,-9.46,300-500,7-14日
2233,backup_v3,20231108,141.0,20231220,139.0,42,-1.86%,"NT$-3,101",到期,,v3,6週+3個持倉_2023年,141.0,20231108,2233,backup_v3,-6.674065168470052,0.0,137.825,2.30364592780701,0.0,-3101.0,-1.86,100-200,30-42日
2347,backup_v3,20231108,68.8,20231220,68.6,42,-0.73%,"NT$-1,222",到期,,v3,6週+3個持倉_2023年,68.8,20231108,2347,backup_v3,-5.911713618304151,0.0,67.85,1.4001473839351555,0.0,-1222.0,-0.73,50-100,30-42日
1342,backup_v3,20221221,134.5,20221227,122.5,6,-9.36%,"NT$-15,602",停損,,v3,6週+3個持倉_全週期,134.5,20221221,1342,backup_v3,-5.785592739648326,0.0,117.07,14.888528230972927,0.0,-15602.0,-9.36,100-200,<7日
3443,main,20221207,742.0,20221228,636.0,21,-14.73%,"NT$-24,514",停損,,v3,6週+3個持倉_全週期,742.0,20221207,3443,main,0.0,0.0,0.0,0.0,0.0,-24514.0,-14.73,500+,14-30日
6472,main,20221207,400.0,20230118,402.0,42,+0.06%,NT$+96,到期,,v3,6週+3個持倉_全週期,400.0,20221207,6472,main,0.0,0.0,0.0,0.0,0.0,96.0,0.06,300-500,30-42日
3587,backup_v3,20221228,158.5,20230208,179.0,42,+12.49%,"NT$+20,818",到期,,v3,6週+3個持倉_全週期,158.5,20221228,3587,backup_v3,-5.132616487455198,0.0,158.25,0.1579778830963665,0.0,20818.0,12.49,100-200,30-42日
2207,backup_v3,20230208,642.0,20230316,595.0,36,-7.76%,"NT$-12,927",停損,,v3,6週+3個持倉_全週期,642.0,20230208,2207,backup_v3,-8.575096277278563,0.0,629.7,1.9533111005240518,0.0,-12927.0,-7.76,500+,30-42日
1605,backup_v3,20230208,52.7,20230322,51.7,42,-2.34%,"NT$-3,900",到期,,v3,6週+3個持倉_全週期,52.7,20230208,1605,backup_v3,-8.094260893357959,0.0,49.73,5.97225015081441,0.0,-3900.0,-2.34,50-100,30-42日
6719,main,20230322,332.0,20230328,307.5,6,-7.82%,"NT$-13,029",停損,,v3,6週+3個持倉_全週期,332.0,20230322,6719,main,0.0,0.0,0.0,0.0,0.0,-13029.0,-7.82,300-500,<7日
1752,backup_v3,20230426,77.7,20230511,70.2,15,-10.10%,"NT$-16,818",停損,,v3,6週+3個持倉_全週期,77.7,20230426,1752,backup_v3,-28.363552373253263,0.0,68.305,13.754483566356775,0.0,-16818.0,-10.1,50-100,14-30日
1720,backup_v3,20230426,68.8,20230607,78.0,42,+12.93%,"NT$+21,549",到期,,v3,6週+3個持倉_全週期,68.8,20230426,1720,backup_v3,-6.327637487607161,0.0,60.48,13.756613756613758,0.0,21549.0,12.93,50-100,30-42日
1580,backup_v3,20230607,134.5,20230609,124.5,2,-7.88%,"NT$-13,125",停損,,v3,6週+3個持倉_全週期,134.5,20230607,1580,backup_v3,-5.374177079134757,0.0,129.225,4.082027471464505,0.0,-13125.0,-7.88,100-200,<7日
8046,main,20230531,303.0,20230615,281.0,15,-7.70%,"NT$-12,832",停損,,v3,6週+3個持倉_全週期,303.0,20230531,8046,main,0.0,0.0,0.0,0.0,0.0,-12832.0,-7.7,300-500,14-30日
1533,backup_v3,20230614,61.9,20230726,58.5,42,-5.94%,"NT$-9,890",到期,,v3,6週+3個持倉_全週期,61.9,20230614,1533,backup_v3,-6.6280456636565,0.0,57.675,7.325530992631125,0.0,-9890.0,-5.94,50-100,30-42日
1560,backup_v3,20230621,127.0,20230802,131.5,42,+3.10%,"NT$+5,166",到期,,v3,6週+3個持倉_全週期,127.0,20230621,1560,backup_v3,-12.54371122391427,0.0,121.025,4.936996488328853,0.0,5166.0,3.1,100-200,30-42日
3147,backup_v3,20230809,76.0,20230824,69.3,15,-9.26%,"NT$-15,424",停損,,v3,6週+3個持倉_全週期,76.0,20230809,3147,backup_v3,-10.793082886106141,0.0,76.035,-0.04603143289274227,0.0,-15424.0,-9.26,50-100,14-30日
2357,backup_v3,20230830,403.0,20230912,363.5,13,-10.24%,"NT$-17,033",停損,,v3,6週+3個持倉_全週期,403.0,20230830,2357,backup_v3,-7.837889671525211,0.0,387.9,3.892755864913643,0.0,-17033.0,-10.24,300-500,7-14日
1210,backup_v3,20230809,55.4,20230920,54.2,42,-2.61%,"NT$-4,347",到期,,v3,6週+3個持倉_全週期,55.4,20230809,1210,backup_v3,-5.06505001284821,0.0,57.505,-3.660551256412493,0.0,-4347.0,-2.61,50-100,30-42日
2385,backup_v3,20230913,114.0,20231025,124.5,42,+8.77%,"NT$+14,604",到期,,v3,6週+3個持倉_全週期,114.0,20230913,2385,backup_v3,-5.614692891868704,0.0,105.525,8.031272210376681,0.0,14604.0,8.77,100-200,30-42日
3592,main,20230920,358.5,20231101,368.0,42,+2.21%,"NT$+3,677",到期,,v3,6週+3個持倉_全週期,358.5,20230920,3592,main,0.0,0.0,0.0,0.0,0.0,3677.0,2.21,300-500,30-42日
2233,backup_v3,20231108,141.0,20231220,139.0,42,-1.86%,"NT$-3,101",到期,,v3,6週+3個持倉_全週期,141.0,20231108,2233,backup_v3,-6.674065168470052,0.0,137.825,2.30364592780701,0.0,-3101.0,-1.86,100-200,30-42日
2347,backup_v3,20231108,68.8,20231220,68.6,42,-0.73%,"NT$-1,222",到期,,v3,6週+3個持倉_全週期,68.8,20231108,2347,backup_v3,-5.911713618304151,0.0,67.85,1.4001473839351555,0.0,-1222.0,-0.73,50-100,30-42日
2382,backup_v3,20240110,218.0,20240221,236.0,42,+7.81%,"NT$+13,016",到期,,v3,6週+3個持倉_全週期,218.0,20240110,2382,backup_v3,-6.910193923052992,0.0,212.75,2.4676850763807283,0.0,13016.0,7.81,200-300,30-42日
2603,backup_v3,20240110,148.0,20240221,155.0,42,+4.29%,"NT$+7,142",到期,,v3,6週+3個持倉_全週期,148.0,20240110,2603,backup_v3,-8.614853046440661,0.0,147.275,0.492276353759969,0.0,7142.0,4.29,100-200,30-42日
6462,main,20240306,293.5,20240307,265.5,1,-9.98%,"NT$-16,636",停損,,v3,6週+3個持倉_全週期,293.5,20240306,6462,main,0.0,0.0,0.0,0.0,0.0,-16636.0,-9.98,200-300,<7日
1216,backup_v3,20240320,76.5,20240501,76.5,42,-0.44%,NT$-737,到期,,v3,6週+3個持倉_全週期,76.5,20240320,1216,backup_v3,-5.178712175730784,0.0,76.435,0.08503957611041764,0.0,-737.0,-0.44,50-100,30-42日
1503,backup_v3,20240320,242.5,20240501,292.0,42,+19.97%,"NT$+33,268",到期,,v3,6週+3個持倉_全週期,242.5,20240320,1503,backup_v3,-8.563855523066243,0.0,189.2,28.171247357293876,0.0,33268.0,19.97,200-300,30-42日
2739,backup_v3,20240508,73.4,20240513,64.6,5,-12.43%,"NT$-20,715",停損,,v3,6週+3個持倉_全週期,73.4,20240508,2739,backup_v3,-23.33748098990737,0.0,59.205,23.97601553922812,0.0,-20715.0,-12.43,50-100,<7日
2545,backup_v3,20240508,60.5,20240619,56.8,42,-6.56%,"NT$-10,927",到期,,v3,6週+3個持倉_全週期,60.5,20240508,2545,backup_v3,-7.267120498050852,0.0,55.0025,9.995000227262402,0.0,-10927.0,-6.56,50-100,30-42日
6231,main,20240619,398.0,20240731,410.5,42,+2.70%,"NT$+4,495",到期,,v3,6週+3個持倉_全週期,398.0,20240619,6231,main,0.0,0.0,0.0,0.0,0.0,4495.0,2.7,300-500,30-42日
2548,backup_v3,20240731,166.5,20240805,148.0,5,-11.55%,"NT$-19,245",停損,,v3,6週+3個持倉_全週期,166.5,20240731,2548,backup_v3,-6.102253985706432,0.0,154.8,7.558139534883714,0.0,-19245.0,-11.55,100-200,<7日
1442,backup_v3,20240626,60.3,20240807,64.2,42,+6.03%,"NT$+10,042",到期,,v3,6週+3個持倉_全週期,60.3,20240626,1442,backup_v3,-7.337714954533177,0.0,61.535,-2.0069878930689846,0.0,10042.0,6.03,50-100,30-42日
2597,backup_v3,20240807,205.0,20240814,154.0,7,-25.32%,"NT$-42,157",停損,,v3,6週+3個持倉_全週期,205.0,20240807,2597,backup_v3,-5.515565952852258,0.0,202.725,1.1222098902454092,0.0,-42157.0,-25.32,200-300,<7日
4420,backup_v3,20240807,63.4,20240916,55.2,40,-13.38%,"NT$-22,293",停損,,v3,6週+3個持倉_全週期,63.4,20240807,4420,backup_v3,-6.545852210592094,0.0,60.175,5.3593685085168286,0.0,-22293.0,-13.38,50-100,30-42日
2250,backup_v3,20240814,94.4,20240925,106.5,42,+12.38%,"NT$+20,625",到期,,v3,6週+3個持倉_全週期,94.4,20240814,2250,backup_v3,-5.30579181855002,0.0,92.395,2.1700308458250013,0.0,20625.0,12.38,50-100,30-42日
8249,backup_v3,20240918,56.9,20241004,50.8,16,-11.16%,"NT$-18,599",停損,,v3,6週+3個持倉_全週期,56.9,20240918,8249,backup_v3,-5.477646266898525,0.0,36.76,54.78781284004353,0.0,-18599.0,-11.16,50-100,14-30日
2049,backup_v3,20241030,236.5,20241211,252.5,42,+6.32%,"NT$+10,527",到期,,v3,6週+3個持倉_全週期,236.5,20241030,2049,backup_v3,-5.091922791912206,0.0,233.05,1.4803690195237025,0.0,10527.0,6.32,200-300,30-42日
