股票,引擎,進場日期,進場價格,出場日期,出場價格,交易日數,日曆天數,收益率%,收益金額,出場原因,投入資金
4919,backup,20230210,147.50,20230425,130.00,47,74,-12.31%,"NT$-20,505",停損,"NT$166,617"
3558,backup,20230210,254.50,20230628,253.00,90,138,-1.03%,"NT$-1,717",到期,"NT$166,425"
3675,backup,20230210,248.50,20230628,295.00,90,138,+18.27%,"NT$+30,416",到期,"NT$166,483"
2748,backup,20230630,92.20,20230710,84.60,6,10,-8.69%,"NT$-14,475",停損,"NT$166,658"
2059,backup,20230630,663.00,20231109,854.00,90,132,+28.37%,"NT$+47,272",到期,"NT$166,650"
3035,backup,20230707,244.50,20231116,319.50,90,132,+30.23%,"NT$+50,336",到期,"NT$166,497"
3661,main,20231117,3230.00,20231127,2950.00,6,10,-9.11%,"NT$-15,030",停損,"NT$164,965"
