code,entry_date,exit_date,entry_price,exit_price,pnl,pnl_pct,reason,type,hold_days
6472,20221205,20221206,464.0,418.0,-46.0,-9.913793103448276,停損,main,1
3443,20221205,20221226,761.0,698.0,-63.0,-8.278580814717477,停損,main,21
3443,20221212,20221226,762.0,698.0,-64.0,-8.398950131233596,停損,main,14
2731,20221222,20230322,101.5,124.5,23.0,22.660098522167488,到期,backup,90
2388,20230323,20230413,89.5,82.2,-7.299999999999997,-8.156424581005584,停損,backup,21
8478,20230202,20230503,336.5,521.0,184.5,54.82912332838039,到期,backup,90
1752,20230504,20230509,80.9,75.1,-5.800000000000011,-7.16934487021015,停損,backup,5
5258,20230209,20230510,80.2,86.5,6.299999999999997,7.855361596009971,到期,backup,90
3558,20230216,20230517,282.5,275.5,-7.0,-2.47787610619469,到期,backup,90
1795,20230518,20230608,339.0,311.0,-28.0,-8.259587020648967,停損,backup,21
1795,20230522,20230621,332.0,308.0,-24.0,-7.228915662650602,停損,main,30
2743,20230609,20230712,162.5,136.5,-26.0,-16.0,停損,backup,33
3675,20230414,20230713,290.0,290.0,0.0,0.0,到期,main,90
4747,20230626,20230801,110.5,98.6,-11.900000000000006,-10.769230769230774,停損,backup,36
4747,20230713,20230801,111.5,98.6,-12.900000000000006,-11.569506726457405,停損,backup,19
3693,20230510,20230808,176.0,460.5,284.5,161.64772727272728,到期,backup,90
4763,20230802,20230810,841.0,750.0,-91.0,-10.820451843043994,停損,backup,8
4763,20230802,20230810,841.0,750.0,-91.0,-10.820451843043994,停損,backup,8
2748,20230714,20230814,82.3,76.4,-5.8999999999999915,-7.1688942891858956,停損,backup,31
2645,20230831,20230905,135.0,123.5,-11.5,-8.518518518518519,停損,backup,5
4572,20230810,20230907,195.5,181.5,-14.0,-7.161125319693094,停損,backup,28
4572,20230817,20230911,194.0,176.5,-17.5,-9.02061855670103,停損,backup,25
4572,20230824,20230911,190.0,176.5,-13.5,-7.105263157894736,停損,backup,18
6829,20230907,20230914,139.5,129.5,-10.0,-7.168458781362006,停損,backup,7
6829,20230914,20230918,129.5,117.0,-12.5,-9.652509652509652,停損,backup,4
8016,20230918,20231012,293.0,272.0,-21.0,-7.167235494880546,停損,main,24
3592,20230918,20231218,367.0,396.5,29.5,8.038147138964577,到期,main,91
3592,20230925,20231225,369.0,388.5,19.5,5.284552845528456,到期,main,91
3592,20231002,20240102,361.0,394.5,33.5,9.279778393351801,到期,main,92
5439,20231219,20240104,120.0,109.5,-10.5,-8.75,停損,backup,16
6546,20240103,20240104,124.0,112.0,-12.0,-9.67741935483871,停損,backup,1
3592,20231013,20240111,365.0,404.0,39.0,10.684931506849315,到期,main,90
6531,20240118,20240219,516.0,470.0,-46.0,-8.914728682170542,停損,main,32
3035,20240115,20240221,411.5,380.0,-31.5,-7.654921020656136,停損,main,37
