code,entry_date,exit_date,entry_price,exit_price,pnl,pnl_pct,reason,type,hold_days
3013,20240326,20240624,53.4,85.8,32.4,60.67415730337079,到期,backup,90
4915,20240403,20240702,83.0,92.9,9.900000000000006,11.927710843373502,到期,backup,90
3406,20240625,20240705,675.0,611.0,-64.0,-9.481481481481481,停損,backup,10
3013,20240409,20240708,67.0,88.2,21.200000000000003,31.641791044776124,到期,backup,90
6451,20240708,20240722,254.0,228.5,-25.5,-10.039370078740157,停損,backup,14
6451,20240709,20240722,248.0,228.5,-19.5,-7.862903225806452,停損,backup,13
3013,20240723,20240729,115.0,104.5,-10.5,-9.130434782608695,停損,backup,6
3583,20240723,20240805,409.0,354.5,-54.5,-13.32518337408313,停損,backup,13
8147,20240730,20240805,131.5,116.5,-15.0,-11.406844106463879,停損,backup,6
2739,20240703,20240806,61.8,55.6,-6.199999999999996,-10.032362459546919,停損,backup,34
6446,20240819,20240927,682.0,632.0,-50.0,-7.331378299120235,停損,main,39
2739,20240808,20241009,58.3,54.2,-4.099999999999994,-7.032590051457967,停損,backup,62
3081,20241011,20241028,352.0,324.0,-28.0,-7.954545454545454,停損,backup,17
8147,20240806,20241104,108.0,112.0,4.0,3.7037037037037033,到期,backup,90
6805,20241105,20241115,863.0,785.0,-78.0,-9.038238702201621,停損,backup,10
3081,20241029,20241118,330.5,304.5,-26.0,-7.866868381240545,停損,backup,20
2354,20241118,20241121,88.4,80.9,-7.5,-8.4841628959276,停損,backup,3
3081,20240930,20241230,295.5,383.0,87.5,29.610829103214893,到期,backup,91
3081,20241119,20250221,334.5,454.5,120.0,35.874439461883405,到期,main,94
2404,20241125,20250227,399.5,434.5,35.0,8.760951188986233,到期,main,94
6643,20250227,20250307,763.0,707.0,-56.0,-7.339449541284404,停損,main,8
2383,20241231,20250310,618.0,571.0,-47.0,-7.605177993527508,停損,main,69
3376,20250304,20250310,276.5,253.0,-23.5,-8.499095840867993,停損,backup,6
4763,20250311,20250314,1100.0,959.0,-141.0,-12.818181818181817,停損,main,3
3563,20250317,20250328,555.0,515.0,-40.0,-7.207207207207207,停損,main,11
4763,20250317,20250331,939.0,859.0,-80.0,-8.519701810436635,停損,main,14
3563,20250310,20250407,502.0,445.0,-57.0,-11.354581673306772,停損,main,28
7722,20250331,20250407,630.0,565.0,-65.0,-10.317460317460316,停損,main,7
7722,20250407,20250408,565.0,509.0,-56.0,-9.91150442477876,停損,main,1
3147,20250502,20250507,293.5,266.0,-27.5,-9.369676320272573,停損,backup,5
3147,20250508,20250512,273.0,252.0,-21.0,-7.6923076923076925,停損,backup,4
2745,20250515,20250623,124.0,114.5,-9.5,-7.661290322580645,停損,backup,39
2615,20250624,20250806,94.6,87.8,-6.799999999999997,-7.188160676532767,停損,backup,43
6510,20250519,20250818,765.0,1145.0,380.0,49.673202614379086,到期,main,91
3324,20250519,20250818,560.0,706.0,146.0,26.071428571428573,到期,main,91
2615,20250807,20250901,87.9,81.4,-6.5,-7.394766780432309,停損,backup,25
3406,20250826,20251013,444.5,412.5,-32.0,-7.19910011248594,停損,main,48
3406,20250820,20251118,426.0,449.0,23.0,5.39906103286385,到期,main,90
3450,20251014,20251118,241.0,224.0,-17.0,-7.053941908713693,停損,backup,35
3709,20251119,20251121,59.4,53.1,-6.299999999999997,-10.606060606060602,停損,backup,2
3406,20250902,20251201,435.5,445.0,9.5,2.1814006888633752,到期,main,90
3443,20251201,20251216,2185.0,2020.0,-165.0,-7.551487414187644,停損,main,15
6442,20251204,20251218,1200.0,1110.0,-90.0,-7.5,停損,main,14
