entry_date,entry_price,entry_environment,entry_strategy,signal,exit_date,exit_price,profit_pct,profit_points,days_held,exit_environment,exit_strategy
2019-05-14,10519.25,BEAR,均值回歸,SELL,2019-06-27,10773.900390625,0.024208036754046154,50930.078125,44.0,BEAR,均值回歸
2019-08-05,10423.41015625,BEAR,均值回歸,SELL,2020-04-23,10366.509765625,-0.005458903542319291,-11380.078125,262.0,BEAR,均值回歸
2020-10-27,12875.009765625,BULL,SMA趨勢,SELL,2021-09-09,17304.330078125,0.3440246176997742,885864.0625,317.0,BEAR,均值回歸
2021-10-04,16408.349609375,BEAR,均值回歸,SELL,2022-04-06,17522.5,0.06790142928137173,222830.078125,184.0,BEAR,均值回歸
2022-04-25,16620.900390625,BEAR,均值回歸,SELL,2022-08-01,14981.6904296875,-0.09862341524302104,-327841.9921875,98.0,BEAR,均值回歸
2022-09-07,14410.0498046875,BEAR,均值回歸,SELL,2024-08-28,22370.66015625,0.5524346174690502,1592122.0703125,721.0,BEAR,均值回歸
2024-09-05,21187.7109375,BEAR,均值回歸,SELL,2025-01-06,23547.7109375,0.1113853217538026,472000.0,123.0,BEAR,均值回歸
2025-03-11,22071.08984375,BEAR,均值回歸,SELL,2025-05-09,20915.0390625,-0.052378509146315026,-231210.15625,59.0,BEAR,均值回歸
2025-11-19,26580.119140625,BEAR,均值回歸,BUY,,,,,,,
