Date,Close,Environment,Strategy,Signal,Position,PortfolioValue
2019-07-22,10944.5302734375,BULL,SMA趨勢,0,1,1036581.7033767804
2019-07-23,10947.259765625,BULL,SMA趨勢,0,1,1036840.219876839
2019-07-24,10935.759765625,BULL,SMA趨勢,0,1,1035751.0283545892
2019-07-25,10941.41015625,BULL,SMA趨勢,0,1,1036286.1898820803
2019-07-26,10891.98046875,BULL,SMA趨勢,0,1,1031604.5901801283
2019-07-29,10885.73046875,BULL,SMA趨勢,0,1,1031012.638265862
2019-07-30,10830.900390625,BULL,SMA趨勢,0,1,1025819.5551129894
2019-07-31,10823.8095703125,BULL,SMA趨勢,0,1,1025147.967167757
2019-08-01,10731.75,BULL,SMA趨勢,0,1,1016428.7929480769
2019-08-02,10549.0400390625,BEAR,均值回歸,1,1,999123.9111668861
2019-08-05,10423.41015625,BEAR,均值回歸,1,1,987225.215227704
2019-08-06,10394.75,BEAR,均值回歸,1,1,984510.7457308474
2019-08-07,10386.1796875,BEAR,均值回歸,1,1,983699.0316684099
2019-08-08,10494.490234375,BEAR,均值回歸,0,1,993957.3733576688
2019-08-12,10472.3603515625,BEAR,均值回歸,0,1,991861.4011187337
2019-08-13,10362.66015625,BEAR,均值回歸,0,1,981471.4426210372
2019-08-14,10427.73046875,BEAR,均值回歸,0,1,987634.4019884404
2019-08-15,10327.1298828125,BEAR,均值回歸,0,1,978106.288480921
2019-08-16,10420.8896484375,BEAR,均值回歸,0,1,986986.4921197789
2019-08-19,10488.75,BEAR,均值回歸,0,1,993413.70252141
2019-08-20,10522.5,BEAR,均值回歸,0,1,996610.242858447
2019-08-21,10525.7998046875,BEAR,均值回歸,0,1,996922.7749706821
2019-08-22,10529.7802734375,BEAR,均值回歸,0,1,997299.7743460804
2019-08-23,10538.1103515625,BEAR,均值回歸,0,1,998088.7352568134
2019-08-26,10354.5703125,BEAR,均值回歸,0,1,980705.2348620091
2019-08-27,10387.23046875,BEAR,均值回歸,0,1,983798.553583996
2019-08-28,10434.2900390625,BEAR,均值回歸,0,1,988255.67402096
2019-08-29,10462.4296875,BEAR,均值回歸,0,1,990920.8450224567
2019-08-30,10618.0498046875,NEUTRAL,空倉,0,1,1005659.9852252501
2019-09-02,10634.849609375,BULL,SMA趨勢,0,1,1007251.1334723003
2019-09-03,10558.2099609375,BULL,SMA趨勢,0,1,999992.4156160984
2019-09-04,10657.3095703125,BULL,SMA趨勢,0,1,1009378.3681717075
2019-09-05,10756.9296875,BULL,SMA趨勢,0,1,1018813.6192226764
2019-09-06,10780.6396484375,BULL,SMA趨勢,0,1,1021059.2443049371
2019-09-10,10753.580078125,BULL,SMA趨勢,0,1,1018496.3699936245
2019-09-11,10790.349609375,BULL,SMA趨勢,0,1,1021978.8970992414
2019-09-12,10827.5498046875,BULL,SMA趨勢,0,1,1025502.2133914507
2019-09-16,10898.1298828125,BULL,SMA趨勢,0,1,1032187.0153682742
2019-09-17,10874.5,BULL,SMA趨勢,0,1,1029948.974669915
2019-09-18,10929.4501953125,BULL,SMA趨勢,0,1,1035153.4343986402
2019-09-19,10894.7001953125,BULL,SMA趨勢,0,1,1031862.1817553206
2019-09-20,10929.6904296875,BULL,SMA趨勢,0,1,1035176.1875503449
2019-09-23,10919.01953125,BULL,SMA趨勢,1,1,1034165.5221492221
2019-09-24,10918.009765625,BULL,SMA趨勢,0,1,1034069.8849180734
2019-09-25,10873.6904296875,BULL,SMA趨勢,0,1,1029872.2983985202
2019-09-26,10871.990234375,BULL,SMA趨勢,0,1,1029711.2689793427
2019-09-27,10829.6796875,BULL,SMA趨勢,0,1,1025703.9395047342
2019-10-01,10967.650390625,BULL,SMA趨勢,0,1,1038771.4629971321
2019-10-02,10947.8798828125,BULL,SMA趨勢,0,1,1036898.9526058325
2019-10-03,10875.91015625,BULL,SMA趨勢,0,1,1030082.5338205715
2019-10-04,10894.48046875,BULL,SMA趨勢,0,1,1031841.3709458347
2019-10-07,10935.0595703125,BULL,SMA趨勢,0,1,1035684.711241694
2019-10-08,11017.3095703125,BULL,SMA趨勢,0,1,1043474.7984334363
2019-10-09,10889.9599609375,BULL,SMA趨勢,0,1,1031413.2232253443
2019-10-14,11066.9501953125,BEAR,均值回歸,-1,0,1000000.0
2019-10-15,11111.7998046875,BULL,SMA趨勢,0,0,1000000.0
2019-10-16,11162.830078125,BULL,SMA趨勢,0,0,1000000.0
2019-10-17,11186.8798828125,BULL,SMA趨勢,0,0,1000000.0
2019-10-18,11180.2197265625,BULL,SMA趨勢,0,0,1000000.0
2019-10-21,11184.150390625,BULL,SMA趨勢,0,0,1000000.0
2019-10-22,11271.25,BULL,SMA趨勢,0,0,1000000.0
2019-10-23,11239.669921875,BULL,SMA趨勢,0,0,1000000.0
2019-10-24,11320.1396484375,BULL,SMA趨勢,0,0,1000000.0
2019-10-25,11296.1201171875,BULL,SMA趨勢,0,0,1000000.0
2019-10-28,11315.01953125,BULL,SMA趨勢,0,0,1000000.0
2019-10-29,11333.8701171875,BULL,SMA趨勢,0,0,1000000.0
2019-10-30,11380.2802734375,BULL,SMA趨勢,0,0,1000000.0
2019-10-31,11358.7099609375,BULL,SMA趨勢,0,0,1000000.0
2019-11-01,11399.5302734375,BULL,SMA趨勢,0,0,1000000.0
2019-11-04,11556.849609375,BULL,SMA趨勢,0,0,1000000.0
2019-11-05,11644.0302734375,BULL,SMA趨勢,0,0,1000000.0
2019-11-06,11653.0703125,BULL,SMA趨勢,0,0,1000000.0
2019-11-07,11606.5595703125,BULL,SMA趨勢,0,0,1000000.0
2019-11-08,11579.5400390625,BULL,SMA趨勢,0,0,1000000.0
2019-11-11,11427.2802734375,BULL,SMA趨勢,0,0,1000000.0
2019-11-12,11520.3701171875,BULL,SMA趨勢,0,0,1000000.0
2019-11-13,11467.830078125,BULL,SMA趨勢,0,0,1000000.0
2019-11-14,11450.419921875,BULL,SMA趨勢,0,0,1000000.0
2019-11-15,11525.599609375,BULL,SMA趨勢,0,0,1000000.0
2019-11-18,11599.7802734375,BULL,SMA趨勢,0,0,1000000.0
2019-11-19,11656.400390625,BULL,SMA趨勢,0,0,1000000.0
2019-11-20,11631.2001953125,BULL,SMA趨勢,0,0,1000000.0
2019-11-21,11558.26953125,BULL,SMA趨勢,0,0,1000000.0
2019-11-22,11566.7998046875,BULL,SMA趨勢,0,0,1000000.0
2019-11-25,11561.580078125,BULL,SMA趨勢,0,0,1000000.0
2019-11-26,11576.8203125,BULL,SMA趨勢,0,0,1000000.0
2019-11-27,11647.4599609375,BULL,SMA趨勢,0,0,1000000.0
2019-11-28,11617.080078125,BULL,SMA趨勢,0,0,1000000.0
2019-11-29,11489.5703125,BULL,SMA趨勢,0,0,1000000.0
2019-12-02,11502.830078125,BEAR,均值回歸,0,0,1000000.0
2019-12-03,11531.580078125,BEAR,均值回歸,0,0,1000000.0
2019-12-04,11510.4697265625,BEAR,均值回歸,0,0,1000000.0
2019-12-05,11594.650390625,BEAR,均值回歸,0,0,1000000.0
2019-12-06,11609.6396484375,BULL,SMA趨勢,0,0,1000000.0
2019-12-09,11660.76953125,BULL,SMA趨勢,0,0,1000000.0
2019-12-10,11627.83984375,BULL,SMA趨勢,0,0,1000000.0
2019-12-11,11700.76953125,BULL,SMA趨勢,0,0,1000000.0
2019-12-12,11836.419921875,BULL,SMA趨勢,0,0,1000000.0
2019-12-13,11927.73046875,BULL,SMA趨勢,0,0,1000000.0
2019-12-16,11939.76953125,BULL,SMA趨勢,0,0,1000000.0
2019-12-17,12097.009765625,BULL,SMA趨勢,0,0,1000000.0
2019-12-18,12122.4501953125,BULL,SMA趨勢,0,0,1000000.0
2019-12-19,12018.900390625,BULL,SMA趨勢,0,0,1000000.0
2019-12-20,11959.080078125,BULL,SMA趨勢,0,0,1000000.0
2019-12-23,12022.23046875,BULL,SMA趨勢,0,0,1000000.0
2019-12-24,11976.3798828125,BULL,SMA趨勢,0,0,1000000.0
2019-12-25,12008.1298828125,BULL,SMA趨勢,0,0,1000000.0
2019-12-26,12001.009765625,BULL,SMA趨勢,0,0,1000000.0
2019-12-27,12091.58984375,BULL,SMA趨勢,0,0,1000000.0
2019-12-30,12053.3701171875,BULL,SMA趨勢,0,0,1000000.0
2019-12-31,11997.1396484375,BULL,SMA趨勢,0,0,1000000.0
2020-01-02,12100.48046875,BULL,SMA趨勢,0,0,1000000.0
2020-01-03,12110.4296875,BULL,SMA趨勢,0,0,1000000.0
2020-01-06,11953.3603515625,BULL,SMA趨勢,0,0,1000000.0
2020-01-07,11880.3203125,BEAR,均值回歸,0,0,1000000.0
2020-01-08,11817.099609375,BEAR,均值回歸,0,0,1000000.0
2020-01-09,11970.6298828125,BEAR,均值回歸,0,0,1000000.0
2020-01-10,12024.650390625,BULL,SMA趨勢,0,0,1000000.0
2020-01-13,12113.419921875,BULL,SMA趨勢,0,0,1000000.0
2020-01-14,12179.8095703125,BULL,SMA趨勢,0,0,1000000.0
2020-01-15,12091.8798828125,BULL,SMA趨勢,0,0,1000000.0
2020-01-16,12066.9296875,BULL,SMA趨勢,0,0,1000000.0
2020-01-17,12090.2900390625,BULL,SMA趨勢,0,0,1000000.0
2020-01-20,12118.7099609375,BULL,SMA趨勢,0,0,1000000.0
2020-01-30,11421.740234375,BULL,SMA趨勢,0,0,1000000.0
2020-01-31,11495.099609375,BEAR,均值回歸,0,0,1000000.0
2020-02-03,11354.919921875,BEAR,均值回歸,1,1,1000000.0
2020-02-04,11555.919921875,BEAR,均值回歸,0,1,1017701.5779400415
2020-02-05,11573.6201171875,BEAR,均值回歸,0,1,1019260.3908100821
2020-02-06,11749.6796875,BEAR,均值回歸,0,1,1034765.5261632012
2020-02-07,11612.8095703125,BEAR,均值回歸,0,1,1022711.710008688
2020-02-10,11574.0703125,BEAR,均值回歸,0,1,1019300.038409149
2020-02-11,11664.0400390625,BEAR,均值回歸,0,1,1027223.4519762651
2020-02-12,11774.1904296875,BEAR,均值回歸,0,1,1036924.1272238991
2020-02-13,11791.7802734375,BEAR,均值回歸,0,1,1038473.2217019777
2020-02-14,11815.7001953125,BEAR,均值回歸,0,1,1040579.790664117
2020-02-17,11763.509765625,NEUTRAL,空倉,0,1,1035983.507286816
2020-02-18,11648.98046875,BEAR,均值回歸,0,1,1025897.1924855673
2020-02-19,11758.83984375,BEAR,均值回歸,0,1,1035572.2386995312
2020-02-20,11725.08984375,BEAR,均值回歸,0,1,1032599.9588215391
2020-02-21,11686.349609375,BEAR,均值回歸,0,1,1029188.2012185316
2020-02-24,11534.8701171875,BEAR,均值回歸,0,1,1015847.7731723876
2020-02-25,11540.23046875,BEAR,均值回歸,0,1,1016319.8462120375
2020-02-26,11433.6201171875,BEAR,均值回歸,0,1,1006930.9335384115
2020-02-27,11292.169921875,BEAR,均值回歸,0,1,994473.7611157333
2020-03-02,11170.4599609375,BEAR,均值回歸,0,1,983755.0628091933
2020-03-03,11327.7197265625,BEAR,均值回歸,0,1,997604.5453865245
2020-03-04,11392.349609375,BEAR,均值回歸,0,1,1003296.3409480231
2020-03-05,11514.8203125,BEAR,均值回歸,0,1,1014082.0359566743
2020-03-06,11321.8095703125,BEAR,均值回歸,0,1,997084.0523940012
2020-03-09,10977.6396484375,BEAR,均值回歸,1,1,966773.849922915
2020-03-10,11003.5400390625,BEAR,均值回歸,0,1,969054.8339195616
2020-03-11,10893.75,BEAR,均值回歸,0,1,959385.8939518749
2020-03-12,10422.3203125,BEAR,均值回歸,1,1,917868.2354616727
2020-03-13,10128.8701171875,BEAR,均值回歸,1,1,892024.7951440378
2020-03-16,9717.76953125,BEAR,均值回歸,1,1,855820.172939215
2020-03-17,9439.6298828125,BEAR,均值回歸,1,1,831325.0950037317
2020-03-18,9218.669921875,BEAR,均值回歸,1,1,811865.6921670964
2020-03-19,8681.33984375,BEAR,均值回歸,1,1,764544.3476026275
2020-03-20,9234.08984375,BEAR,均值回歸,0,1,813223.6869377416
2020-03-23,8890.0302734375,BEAR,均值回歸,0,1,782923.2028586178
2020-03-24,9285.6201171875,BEAR,均值回歸,0,1,817761.831970207
2020-03-25,9644.75,BEAR,均值回歸,0,1,849389.5215781842
2020-03-26,9736.3603515625,BEAR,均值回歸,0,1,857457.4209727026
2020-03-27,9698.919921875,BEAR,均值回歸,0,1,854160.133986524
2020-03-30,9629.4296875,BEAR,均值回歸,0,1,848040.2991613458
2020-03-31,9708.0595703125,BEAR,均值回歸,0,1,854965.0404500114
2020-04-01,9663.6298828125,BEAR,均值回歸,0,1,851052.2266384048
2020-04-06,9818.740234375,BEAR,均值回歸,0,1,864712.4155811452
2020-04-07,9996.3896484375,BEAR,均值回歸,0,1,880357.5645812947
2020-04-08,10137.4697265625,BEAR,均值回歸,0,1,892782.1416893387
2020-04-09,10119.4296875,NEUTRAL,空倉,0,1,891193.3996121931
2020-04-10,10157.6103515625,BEAR,均值回歸,-1,0,1000000.0
2020-04-13,10099.2197265625,NEUTRAL,空倉,0,0,1000000.0
2020-04-14,10332.9404296875,BULL,SMA趨勢,0,0,1000000.0
2020-04-15,10447.2099609375,BULL,SMA趨勢,0,0,1000000.0
2020-04-16,10375.48046875,BULL,SMA趨勢,0,0,1000000.0
2020-04-17,10597.0400390625,BULL,SMA趨勢,0,0,1000000.0
2020-04-20,10586.7099609375,BULL,SMA趨勢,0,0,1000000.0
2020-04-21,10288.419921875,BULL,SMA趨勢,0,0,1000000.0
2020-04-22,10307.740234375,BULL,SMA趨勢,0,0,1000000.0
2020-04-23,10366.509765625,BULL,SMA趨勢,0,0,1000000.0
2020-04-24,10347.3603515625,BULL,SMA趨勢,0,0,1000000.0
2020-04-27,10567.26953125,BULL,SMA趨勢,0,0,1000000.0
2020-04-28,10616.0595703125,BULL,SMA趨勢,0,0,1000000.0
2020-04-29,10772.2197265625,BULL,SMA趨勢,0,0,1000000.0
2020-04-30,10992.1396484375,BULL,SMA趨勢,0,0,1000000.0
2020-05-04,10720.48046875,BULL,SMA趨勢,0,0,1000000.0
2020-05-05,10774.6103515625,BULL,SMA趨勢,1,1,1000000.0
2020-05-06,10774.98046875,BULL,SMA趨勢,0,1,1000034.350865175
2020-05-07,10842.919921875,BULL,SMA趨勢,0,1,1006339.8645597048
2020-05-08,10901.419921875,BULL,SMA趨勢,0,1,1011769.2952389792
2020-05-11,11013.259765625,BULL,SMA趨勢,0,1,1022149.238466697
2020-05-12,10879.4697265625,BULL,SMA趨勢,0,1,1009732.080472385
2020-05-13,10938.26953125,BULL,SMA趨勢,0,1,1015189.3362588065
2020-05-14,10780.8798828125,BULL,SMA趨勢,0,1,1000581.8800908277
2020-05-15,10814.919921875,BULL,SMA趨勢,0,1,1003741.1626961206
2020-05-18,10740.5498046875,BULL,SMA趨勢,0,1,996838.8140486156
2020-05-19,10860.4404296875,BULL,SMA趨勢,0,1,1007965.9565705366
2020-05-20,10907.7998046875,BULL,SMA趨勢,0,1,1012361.4171444897
2020-05-21,11008.3095703125,BULL,SMA趨勢,0,1,1021689.8069744221
2020-05-22,10811.150390625,BULL,SMA趨勢,0,1,1003391.3095573985
2020-05-25,10871.1796875,BULL,SMA趨勢,0,1,1008962.6754737813
2020-05-26,10997.2099609375,BULL,SMA趨勢,0,1,1020659.6435612838
2020-05-27,11014.66015625,BULL,SMA趨勢,0,1,1022279.2098140876
2020-05-28,10944.1904296875,BULL,SMA趨勢,0,1,1015738.8594660788
2020-05-29,10942.16015625,BULL,SMA趨勢,0,1,1015550.428203021
2020-06-01,11079.01953125,BULL,SMA趨勢,0,1,1028252.4536623596
2020-06-02,11127.9296875,BULL,SMA趨勢,0,1,1032791.843455041
2020-06-03,11320.16015625,BULL,SMA趨勢,0,1,1050632.9033614087
2020-06-04,11393.23046875,BULL,SMA趨勢,0,1,1057414.6161209245
2020-06-05,11479.400390625,BULL,SMA趨勢,0,1,1065412.1138552628
2020-06-08,11610.3203125,BULL,SMA趨勢,0,1,1077562.894032294
2020-06-09,11637.1103515625,BULL,SMA趨勢,0,1,1080049.2984764802
2020-06-10,11720.16015625,BULL,SMA趨勢,0,1,1087757.2156983272
2020-06-11,11535.76953125,BULL,SMA趨勢,0,1,1070643.7778120784
2020-06-12,11429.9404296875,BULL,SMA趨勢,0,1,1060821.6962602239
2020-06-15,11306.259765625,BULL,SMA趨勢,0,1,1049342.7972534897
2020-06-16,11511.6396484375,BULL,SMA趨勢,0,1,1068404.264546617
2020-06-17,11534.58984375,BULL,SMA趨勢,0,1,1070534.2900940534
2020-06-18,11548.330078125,BULL,SMA趨勢,0,1,1071809.5319753534
2020-06-19,11549.8603515625,BULL,SMA趨勢,0,1,1071951.55784799
2020-06-22,11572.9296875,BULL,SMA趨勢,0,1,1074092.6409298626
2020-06-23,11612.3603515625,BULL,SMA趨勢,0,1,1077752.2316506333
2020-06-24,11660.669921875,BULL,SMA趨勢,0,1,1082235.8805934924
2020-06-29,11542.6201171875,BULL,SMA趨勢,0,1,1071279.5860421648
2020-06-30,11621.240234375,BULL,SMA趨勢,0,1,1078576.3805082496
2020-07-01,11703.419921875,BULL,SMA趨勢,0,1,1086203.5414745004
2020-07-02,11805.1396484375,BULL,SMA趨勢,0,1,1095644.2287238308
2020-07-03,11909.16015625,BULL,SMA趨勢,0,1,1105298.4532775213
2020-07-06,12116.7001953125,BULL,SMA趨勢,0,1,1124560.4063589524
2020-07-07,12092.9697265625,BULL,SMA趨勢,0,1,1122357.9630245112
2020-07-08,12170.1904296875,BULL,SMA趨勢,0,1,1129524.8767787337
2020-07-09,12192.6904296875,BULL,SMA趨勢,0,1,1131613.1193476852
2020-07-10,12073.6796875,BULL,SMA趨勢,0,1,1120567.6394366422
2020-07-13,12211.5595703125,BULL,SMA趨勢,0,1,1133364.3790229147
2020-07-14,12209.009765625,BULL,SMA趨勢,0,1,1133127.7296588724
2020-07-15,12202.849609375,BULL,SMA趨勢,0,1,1132556.0007471994
2020-07-16,12157.740234375,BULL,SMA趨勢,0,1,1128369.3644301414
2020-07-17,12181.5595703125,BULL,SMA趨勢,0,1,1130580.0555976457
2020-07-20,12174.5400390625,BULL,SMA趨勢,0,1,1129928.5674211862
2020-07-21,12397.5498046875,BULL,SMA趨勢,0,1,1150626.2779043
2020-07-22,12473.26953125,BULL,SMA趨勢,0,1,1157653.884851731
2020-07-23,12413.0400390625,BULL,SMA趨勢,0,1,1152063.938652074
2020-07-24,12304.0400390625,BULL,SMA趨勢,0,1,1141947.5635402636
2020-07-27,12588.2998046875,BULL,SMA趨勢,0,1,1168329.9343499679
2020-07-28,12586.73046875,BULL,SMA趨勢,0,1,1168184.2830562047
2020-07-29,12540.9697265625,BULL,SMA趨勢,0,1,1163937.1928418598
2020-07-30,12722.919921875,BULL,SMA趨勢,0,1,1180824.132543221
2020-07-31,12664.7998046875,BULL,SMA趨勢,0,1,1175429.9590844035
2020-08-03,12513.0302734375,BULL,SMA趨勢,0,1,1161344.1103810219
2020-08-04,12709.919921875,BULL,SMA趨勢,0,1,1179617.5923922714
2020-08-05,12802.2998046875,BULL,SMA趨勢,0,1,1188191.4414502194
2020-08-06,12913.5,BULL,SMA趨勢,0,1,1198512.0184069881
2020-08-07,12828.8701171875,BULL,SMA趨勢,0,1,1190657.452900568
2020-08-10,12894.0,BULL,SMA趨勢,0,1,1196702.2081805633
2020-08-11,12780.1904296875,BULL,SMA趨勢,0,1,1186139.453092534
2020-08-12,12670.349609375,BULL,SMA趨勢,0,1,1175945.0407909725
2020-08-13,12763.1298828125,BULL,SMA趨勢,0,1,1184556.0504154689
2020-08-14,12795.4599609375,BULL,SMA趨勢,0,1,1187556.6302109424
2020-08-17,12956.1103515625,BULL,SMA趨勢,0,1,1202466.7184074684
2020-08-18,12872.1396484375,BULL,SMA趨勢,0,1,1194673.3318825606
2020-08-19,12778.6396484375,BULL,SMA趨勢,0,1,1185995.523873806
2020-08-20,12362.6396484375,BULL,SMA趨勢,0,1,1147386.2390434109
2020-08-21,12607.83984375,BEAR,均值回歸,0,1,1170143.4606330474
2020-08-24,12647.1298828125,BEAR,均值回歸,0,1,1173789.9998377624
2020-08-25,12758.25,BEAR,均值回歸,0,1,1184103.1446812218
2020-08-26,12833.2900390625,BULL,SMA趨勢,0,1,1191067.6693010486
2020-08-27,12797.3095703125,BULL,SMA趨勢,0,1,1187728.2939012893
2020-08-28,12728.849609375,BULL,SMA趨勢,0,1,1181374.471470247
2020-08-31,12591.4501953125,BULL,SMA趨勢,0,1,1168622.3245638323
2020-09-01,12703.2802734375,BEAR,均值回歸,0,1,1179001.3614362685
2020-09-02,12699.5,BEAR,均值回歸,0,1,1178650.5113067366
2020-09-03,12757.9697265625,BEAR,均值回歸,0,1,1184077.132284638
2020-09-04,12637.9501953125,BULL,SMA趨勢,0,1,1172938.025872999
2020-09-07,12601.400390625,BEAR,均值回歸,0,1,1169545.809960319
2020-09-08,12663.5595703125,BEAR,均值回歸,0,1,1175314.8519636323
2020-09-09,12608.580078125,BEAR,均值回歸,0,1,1170212.1623633977
2020-09-10,12691.75,BEAR,均值回歸,0,1,1177931.227755209
2020-09-11,12675.9501953125,BEAR,均值回歸,0,1,1176464.8355450064
2020-09-14,12787.8203125,BEAR,均值回歸,0,1,1186847.5884740974
2020-09-15,12845.650390625,BULL,SMA趨勢,0,1,1192214.8431810497
2020-09-16,12976.759765625,BULL,SMA趨勢,0,1,1204383.2066505451
2020-09-17,12872.740234375,BULL,SMA趨勢,0,1,1194729.072732383
2020-09-18,12875.6201171875,BULL,SMA趨勢,0,1,1194996.3569049453
2020-09-21,12795.1201171875,BULL,SMA趨勢,0,1,1187525.0890471404
2020-09-22,12645.509765625,BULL,SMA趨勢,0,1,1173639.6354965346
2020-09-23,12583.8798828125,BEAR,均值回歸,0,1,1167919.717949487
