engine,stock,buy_date,entry_price,exit_date,exit_price,weeks_held,gross_return_pct,net_return_pct,pnl_twd,exit_reason
main,3443,20221209,794.0,20221223,738.42,2,-8.564231738035264,-7.4425,-6154,stop_loss
main,6472,20221209,394.5,20230106,406.5,4,3.041825095057034,2.599325095057034,2156,hold_period
backup,1795,20221216,234.5,20230203,249.0,7,6.183368869936034,5.740868869936034,4772,hold_period
backup,4763,20221216,176.5,20230203,260.5,7,47.59206798866856,47.14956798866856,39252,hold_period
backup,2731,20221223,102.5,20230203,107.5,6,4.878048780487805,4.435548780487805,3692,hold_period
backup,6515,20221223,404.0,20230203,459.0,6,13.613861386138614,13.171361386138614,10924,hold_period
backup,2230,20230203,52.5,20230303,76.3,4,45.33333333333333,44.890833333333326,37408,hold_period
backup,5284,20230203,80.7,20230303,94.6,4,17.224287484510523,16.781787484510524,13983,hold_period
backup,2482,20230217,51.0,20230303,47.43,2,-7.6470588235294095,-7.4425,-6200,stop_loss
backup,3558,20230210,254.5,20230310,335.5,4,31.827111984282908,31.38461198428291,26076,hold_period
backup,3675,20230210,248.5,20230310,302.0,4,21.52917505030181,21.08667505030181,17527,hold_period
backup,4919,20230217,144.5,20230317,148.0,4,2.422145328719723,1.979645328719723,1647,hold_period
main,6472,20230303,521.0,20230331,740.0,4,42.034548944337814,41.59204894433781,34504,hold_period
backup,2388,20230317,89.8,20230414,83.514,4,-8.463251670378613,-7.4425,-6198,stop_loss
main,6719,20230324,328.5,20230421,330.5,4,0.60882800608828,0.16632800608828002,138,hold_period
main,3680,20230331,374.0,20230421,347.82,3,-9.358288770053475,-7.4425,-6188,stop_loss
backup,8478,20230331,515.0,20230421,478.95,3,-15.145631067961165,-7.4425,-6180,stop_loss
main,4763,20230414,471.0,20230421,438.03,1,-7.643312101910828,-7.4425,-6178,stop_loss
backup,3693,20230421,196.5,20230428,182.74499999999998,1,-9.16030534351145,-7.4425,-6195,stop_loss
backup,2368,20230407,95.3,20230505,98.1,4,2.938090241343124,2.495590241343124,2079,hold_period
backup,2731,20230407,148.0,20230505,182.5,4,23.31081081081081,22.86831081081081,19048,hold_period
backup,1752,20230421,75.6,20230512,70.30799999999999,3,-8.730158730158722,-7.4425,-6198,stop_loss
backup,3693,20230428,178.5,20230526,210.5,4,17.92717086834734,17.48467086834734,14565,hold_period
backup,4763,20230428,470.5,20230526,556.0,4,18.172157279489902,17.729657279489903,14702,hold_period
backup,8155,20230505,148.0,20230602,144.5,4,-2.364864864864865,-2.807364864864865,-2338,hold_period
main,1795,20230519,343.5,20230609,319.455,3,-7.132459970887918,-7.4425,-6196,stop_loss
backup,3037,20230519,170.0,20230616,189.5,4,11.470588235294118,11.028088235294117,9181,hold_period
backup,1519,20230526,135.5,20230630,147.5,5,8.856088560885608,8.413588560885607,7010,trailing_stop
backup,2743,20230526,118.5,20230630,176.0,5,48.52320675105485,48.08070675105485,40054,hold_period
backup,2376,20230602,203.0,20230630,243.5,4,19.950738916256157,19.508238916256158,16220,hold_period
backup,3178,20230602,97.7,20230630,98.7,4,1.0235414534288638,0.5810414534288638,484,hold_period
