engine,stock,entry_date,entry_price,exit_date,exit_price,shares,gross_return_pct,net_return_pct,pnl_twd,exit_reason
Main,6753,20230414,138.0,20230512,128.34,226,-14.492753623188406,-7.4425,-2324,stop_loss
Main,1760,20230421,164.5,20230519,152.98499999999999,189,-11.854103343465045,-7.4425,-2317,stop_loss
Main,1810,20230421,25.45,20230519,23.668499999999998,1226,-8.644400785854614,-7.4425,-2325,stop_loss
Main,2731,20230421,170.5,20230519,183.5,183,7.624633431085044,7.182133431085044,2244,hold_period
Main,3324,20230421,231.5,20230519,262.5,134,13.390928725701945,12.948428725701945,4022,hold_period
Main,4746,20230421,80.8,20230519,85.3,386,5.569306930693069,5.1268069306930695,1601,hold_period
Main,4979,20230421,51.0,20230519,47.43,611,-8.431372549019603,-7.4425,-2322,stop_loss
Main,2482,20230224,47.85,20230526,62.6,579,30.825496342737722,30.382996342737723,8430,trailing_stop
Main,1752,20230428,80.6,20230526,74.95799999999998,344,-19.106699751861033,-7.4425,-2066,stop_loss
Main,1760,20230428,162.0,20230526,150.66,171,-8.333333333333332,-7.4425,-2065,stop_loss
Main,3324,20230428,248.0,20230526,279.0,111,12.5,12.0575,3324,hold_period
Main,3363,20230428,38.8,20230526,41.1,714,5.9278350515464036,5.485335051546404,1522,hold_period
Main,4967,20230428,67.9,20230526,63.147,408,-16.053019145802658,-7.4425,-2065,stop_loss
Main,4977,20230428,107.0,20230526,103.0,259,-3.7383177570093453,-4.180817757009345,-1160,hold_period
Main,4979,20230428,50.8,20230526,51.4,546,1.1811023622047274,0.7386023622047274,205,hold_period
Main,9958,20230428,110.5,20230526,103.0,251,-6.787330316742081,-7.229830316742081,-2008,hold_period
Main,4763,20230414,471.0,20230602,506.0,66,7.43099787685775,6.98849787685775,2176,trailing_stop
Main,3224,20230505,54.4,20230602,51.2,1147,-5.882352941176463,-6.324852941176463,-3952,hold_period
Main,6438,20230512,116.0,20230609,116.0,717,0.0,-0.4425,-369,hold_period
Main,8155,20230512,141.0,20230609,156.0,590,10.638297872340425,10.195797872340425,8494,hold_period
Main,1795,20230519,343.5,20230616,323.0,145,-5.9679767103347885,-6.410476710334788,-3197,hold_period
Main,3037,20230519,170.0,20230616,189.5,293,11.470588235294118,11.028088235294117,5501,hold_period
Main,8046,20230519,293.0,20230616,279.5,170,-4.607508532423208,-5.050008532423208,-2519,hold_period
Main,1795,20230526,327.0,20230621,308.0,95,-5.81039755351682,-6.25289755351682,-1945,hold_period
Main,2427,20230526,24.35,20230621,27.0,1281,10.882956878850097,10.440456878850096,3261,hold_period
Main,3037,20230526,185.5,20230621,187.0,168,0.8086253369272237,0.3661253369272237,114,hold_period
Main,5225,20230526,46.75,20230621,45.65,667,-2.3529411764705914,-2.7954411764705913,-873,hold_period
Main,5439,20230526,80.5,20230621,84.0,387,4.3478260869565215,3.9053260869565216,1218,hold_period
Main,6139,20230526,63.9,20230621,59.42699999999999,488,-8.920187793427225,-7.4425,-2324,stop_loss
Main,1519,20230421,95.4,20230630,147.5,327,54.612159329140454,54.16965932914045,16923,trailing_stop
Main,3363,20230505,34.4,20230630,41.6,1814,20.930232558139544,20.487732558139545,12803,trailing_stop
Main,1795,20230602,320.5,20230630,325.5,64,1.5600624024960998,1.1175624024961,230,hold_period
Main,2618,20230602,36.45,20230630,39.8,570,9.1906721536351,8.7481721536351,1820,hold_period
Main,3014,20230602,113.0,20230630,112.5,184,-0.4424778761061947,-0.8849778761061947,-184,hold_period
Main,3037,20230602,182.0,20230630,176.0,114,-3.296703296703297,-3.739203296703297,-777,hold_period
Main,3479,20230602,123.5,20230630,114.85499999999999,168,-12.955465587044534,-7.4425,-1546,stop_loss
